,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2018,118000.0,1686000.0,
June 2018,155000.0,1503000.0,
September 2018,161000.0,2352000.0,
December 2018,142000.0,3668000.0,1100613000.0
March 2019,167000.0,3247000.0,1146081000.0
June 2019,176000.0,3431000.0,1184764000.0
September 2019,190000.0,3709000.0,1234276000.0
December 2019,198000.0,3563000.0,1277358000.0
March 2020,164000.0,3470000.0,1329742000.0
June 2020,177000.0,-634000.0,1528867000.0
September 2020,167000.0,5172000.0,1630188000.0
December 2020,166000.0,7709000.0,1643165000.0
March 2021,150000.0,5450000.0,1743029000.0
June 2021,141000.0,7126000.0,1707695000.0
September 2021,202000.0,4783000.0,1657199000.0
December 2021,192000.0,4812000.0,1647402000.0
March 2022,210000.0,5423000.0,1761748000.0
June 2022,195000.0,5930000.0,1793379000.0
