,OperatingExpenses,NetIncomeLoss,Assets
March 2010,37500.0,-39000.0,
June 2010,37500.0,-39000.0,
September 2010,30000.0,-30000.0,
December 2010,25000.0,-25000.0,516000.0
March 2011,30000.0,-30000.0,
June 2011,32000.0,-89000.0,
September 2011,26000.0,-38000.0,358000.0
December 2011,34000.0,-34000.0,327000.0
March 2012,27000.0,-27000.0,299000.0
June 2012,33000.0,-60000.0,232000.0
September 2012,35000.0,-45000.0,195000.0
December 2012,79000.0,-67000.0,138000.0
March 2013,40000.0,-86000.0,63000.0
June 2013,39000.0,-60000.0,4000.0
September 2013,27000.0,380000.0,359000.0
December 2013,25000.0,468000.0,522000.0
March 2014,31000.0,-31000.0,472000.0
June 2014,41000.0,-41000.0,457000.0
September 2014,47000.0,-62000.0,406000.0
December 2014,54000.0,-54000.0,437000.0
March 2015,22000.0,-22000.0,471000.0
June 2015,62000.0,-67000.0,520000.0
