,Assets,AssetsCurrent
March 2013,,
June 2013,362608000.0,23816000.0
September 2013,363011000.0,22322000.0
December 2013,364112000.0,21236000.0
March 2014,371017000.0,22985000.0
June 2014,377004000.0,30187000.0
September 2014,368885000.0,23320000.0
December 2014,368760000.0,22771000.0
March 2015,366968000.0,20599000.0
