,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,435485.5,-327430.0,,
June 2010,435485.5,-327430.0,,
September 2010,365929.0,152146.0,,
December 2010,414238.0,124800.0,8133455.0,8108971.0
March 2011,415453.0,95266.5,,
June 2011,405025.0,95266.5,,
September 2011,393617.0,61448.0,6301585.0,6274592.0
December 2011,382123.0,23244.0,6888237.0,6865721.0
March 2012,415404.0,36769.0,7940133.0,7920309.0
June 2012,410644.0,168600.0,,
September 2012,392911.0,111018.0,8015076.0,7993051.0
December 2012,417647.0,62472.0,7919985.0,7899705.0
March 2013,447310.0,52916.0,8887060.0,8857520.0
June 2013,505766.0,-15196.0,8366485.0,8325279.0
September 2013,770064.0,-265173.0,6510299.0,6421185.0
December 2013,-1068019.0,-466228.0,6480395.0,6382071.0
March 2014,1244389.0,-946729.0,7508772.0,7337686.0
June 2014,1050424.0,-673096.0,6844268.0,6624179.0
September 2014,1194156.0,-1227505.0,7538623.0,7285782.0
December 2014,1682331.0,-883003.0,8505867.0,7372675.0
March 2015,2094276.0,-1393723.0,15811163.0,14560736.0
June 2015,2561130.0,-1808549.0,14879375.0,13430175.0
September 2015,2925076.0,-2149828.0,12996796.0,11221213.0
December 2015,4875887.0,-3439004.0,17477297.0,15589570.0
March 2016,3983052.0,-2613703.0,14472527.0,12405216.0
June 2016,4833423.0,-3532722.0,31272748.0,28949328.0
September 2016,1307418.0,-2613492.0,28153378.0,25606932.0
December 2016,,-3493790.0,29155624.0,26526519.0
March 2017,1673652.0,-1054511.0,26627091.0,23885906.0
June 2017,1869317.0,-1563003.0,24762159.0,21913400.0
September 2017,1723309.0,-1727617.0,21666192.0,18720718.0
December 2017,,-3985630.0,34008626.0,30964740.0
March 2018,2038938.0,-2286344.0,28126350.0,25210798.0
June 2018,1918246.0,-1974906.0,27517206.0,24349972.0
September 2018,2206496.0,-2717378.0,34010897.0,30606398.0
December 2018,,-2482634.0,48626315.0,45199030.0
March 2019,,503543.0,41321744.0,37674819.0
June 2019,,-309946.0,40027659.0,34631556.0
September 2019,,1387982.0,41458955.0,36100163.0
December 2019,,-1004164.0,52214892.0,46876150.0
March 2020,,51685.0,50063113.0,44573750.0
June 2020,,-262062.0,50057364.0,44493524.0
September 2020,,289360.0,51694221.0,46057532.0
December 2020,,-418879.0,68249379.0,62265367.0
March 2021,,1237.0,63601007.0,57588243.0
June 2021,,942194.0,62916829.0,56975114.0
September 2021,,1696023.0,64555540.0,57250170.0
December 2021,,633320.0,84812056.0,76893272.0
March 2022,,-2380935.0,87025695.0,78524992.0
June 2022,,14389221.0,120005240.0,98285379.0
