,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,900486.0,114686.0,,
June 2010,751312.0,-389263.0,,
September 2010,668204.0,-156843.0,,
December 2010,639839.0,178863.0,20959482.0,11073687.0
March 2011,747065.0,-11260.0,,
June 2011,807143.0,31951.0,22137734.0,9648718.0
September 2011,544193.0,-794583.0,21911130.0,9702446.0
December 2011,757633.0,1647616.0,26610937.0,14414596.0
March 2012,915525.0,2650317.0,33454725.0,18553869.0
June 2012,849195.0,2440211.0,37235008.0,21400475.0
September 2012,858009.0,2614566.0,54033261.0,26567954.0
December 2012,937420.0,4256135.0,57118527.0,31054903.0
March 2013,877765.0,1795508.0,58423592.0,26844992.0
June 2013,993264.0,-706247.0,65553753.0,32646468.0
September 2013,1075834.0,1281657.0,65691159.0,32038738.0
December 2013,1090092.0,1412385.0,77578988.0,43033188.0
March 2014,1114227.0,335281.0,71784955.0,31255842.0
June 2014,1137747.0,-238295.0,72008019.0,31667262.0
September 2014,997214.0,1185725.0,71992809.0,31098344.0
December 2014,1072062.0,-1601772.0,79969936.0,38168583.0
March 2015,1001710.0,-846335.0,79015404.0,37520663.0
June 2015,1477422.0,1312199.0,82946152.0,41400913.0
September 2015,1072870.0,1744498.0,82899662.0,41564619.0
December 2015,1195490.0,2282780.0,81163607.0,42234609.0
March 2016,1430414.0,4260171.0,84056254.0,46082196.0
June 2016,1644005.0,3846082.0,89216536.0,51909440.0
September 2016,1532689.0,2303886.0,89855121.0,52819756.0
December 2016,1306024.0,2589610.0,91302157.0,51428881.0
March 2017,1779972.0,2665149.0,89749464.0,46200195.0
June 2017,1554782.0,2517893.0,96334104.0,52370930.0
September 2017,1625027.0,-157009.0,96497940.0,52878910.0
December 2017,1651534.0,3271718.0,93631940.0,51728477.0
March 2018,2116414.0,2405675.0,97726758.0,53089858.0
June 2018,2112110.0,2151493.0,98171593.0,51496433.0
September 2018,1444983.0,-193154.0,109835549.0,55899274.0
December 2018,1662968.0,663737.0,112548475.0,57577778.0
March 2019,2528321.0,1779621.0,130964701.0,65251003.0
June 2019,2342561.0,819122.0,126382851.0,58401238.0
September 2019,2162360.0,1162002.0,128335378.0,61154177.0
December 2019,2418273.0,2965862.0,129367178.0,61038080.0
March 2020,2603208.0,1479975.0,149181786.0,74172571.0
June 2020,2344358.0,2461466.0,156255735.0,74957306.0
September 2020,3633799.0,1091751.0,159445811.0,75682903.0
