,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,32814250.0,9715500.0,8053000.0,,
June 2009,32814250.0,9715500.0,8053000.0,,
September 2009,32814250.0,9715500.0,8053000.0,,
December 2009,32814250.0,9715500.0,8053000.0,,
March 2010,40086000.0,11626000.0,3851000.0,,
June 2010,60126000.0,14010000.0,-8188000.0,,
September 2010,53083000.0,14924000.0,3139000.0,,
December 2010,57150000.0,14633000.0,-4693000.0,337475000.0,188656000.0
March 2011,56780000.0,15133000.0,4731000.0,,
June 2011,59887000.0,15696000.0,2273000.0,364197000.0,220198000.0
September 2011,55700000.0,16218000.0,4959000.0,350060000.0,211167000.0
December 2011,69016000.0,18261000.0,-1855000.0,381711000.0,231961000.0
March 2012,63714000.0,19004000.0,4057000.0,370643000.0,219000000.0
June 2012,67753000.0,18901000.0,-2267000.0,378556000.0,220780000.0
September 2012,63591000.0,19506000.0,-331000.0,377400000.0,219053000.0
December 2012,77846000.0,19315000.0,20409000.0,439492000.0,279010000.0
March 2013,65642000.0,19576000.0,9069000.0,428563000.0,272129000.0
June 2013,72384000.0,19761000.0,4703000.0,446019000.0,292420000.0
September 2013,70124000.0,19786000.0,8710000.0,450996000.0,300308000.0
December 2013,85301000.0,20603000.0,15561000.0,536480000.0,348209000.0
March 2014,79924000.0,24609000.0,9765000.0,535711000.0,354079000.0
June 2014,94072000.0,27323000.0,1504000.0,545587000.0,363579000.0
September 2014,86252000.0,28558000.0,1882000.0,549164000.0,366383000.0
December 2014,93123000.0,28101000.0,20104000.0,587801000.0,393080000.0
March 2015,91950000.0,29844000.0,5935000.0,600803000.0,408109000.0
June 2015,101988000.0,31372000.0,3104000.0,590367000.0,396430000.0
September 2015,96251000.0,33032000.0,6325000.0,583940000.0,393169000.0
December 2015,114399000.0,32126000.0,20958000.0,627758000.0,458865000.0
March 2016,108223000.0,34920000.0,9005000.0,606182000.0,436823000.0
June 2016,122536000.0,35574000.0,4536000.0,603355000.0,384466000.0
September 2016,116867000.0,38036000.0,2418000.0,596995000.0,378659000.0
December 2016,125625000.0,37018000.0,8749000.0,654656000.0,425132000.0
March 2017,123919000.0,40296000.0,27021000.0,669639000.0,441575000.0
June 2017,128355000.0,39762000.0,11406000.0,662972000.0,437646000.0
September 2017,124373000.0,41031000.0,1288000.0,665070000.0,438084000.0
December 2017,145602000.0,41797000.0,-3681000.0,1012753000.0,647702000.0
March 2018,151632000.0,46785000.0,12200000.0,1005955000.0,624167000.0
June 2018,146125000.0,41972000.0,-10409000.0,973040000.0,600185000.0
September 2018,146098000.0,46504000.0,-7587000.0,962643000.0,586138000.0
December 2018,162993000.0,46449000.0,16413000.0,982553000.0,610635000.0
March 2019,172137000.0,50596000.0,-28717000.0,956559000.0,562734000.0
June 2019,180850000.0,49714000.0,-32296000.0,940617000.0,536858000.0
September 2019,182572000.0,52492000.0,-30338000.0,917024000.0,466131000.0
December 2019,200680000.0,52408000.0,918000.0,984812000.0,505610000.0
March 2020,210381000.0,58727000.0,-25372000.0,1474393000.0,984074000.0
June 2020,202131000.0,58869000.0,-20740000.0,1496285000.0,969939000.0
September 2020,209984000.0,60024000.0,-19267000.0,1487327000.0,904210000.0
December 2020,227635000.0,59366000.0,4006000.0,1604262000.0,976910000.0
March 2021,229451000.0,62442000.0,-6617000.0,1528503000.0,922153000.0
June 2021,239979000.0,64395000.0,37291000.0,1602570000.0,910229000.0
September 2021,237383000.0,64728000.0,-56468000.0,1555397000.0,828886000.0
December 2021,263209000.0,69065000.0,-37246000.0,1593531000.0,840218000.0
March 2022,269490000.0,71490000.0,-379000.0,1538480000.0,803813000.0
June 2022,264262000.0,74341000.0,-286296000.0,1258382000.0,740207000.0
