,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,518750000.0,305000000.0,
June 2007,518750000.0,305000000.0,
September 2007,518750000.0,305000000.0,
December 2007,518750000.0,305000000.0,
March 2008,539500000.0,116000000.0,
June 2008,539500000.0,-109000000.0,
September 2008,515000000.0,-258000000.0,
December 2008,566000000.0,-321000000.0,107389000000.0
March 2009,441000000.0,-469000000.0,
June 2009,456000000.0,-50000000.0,104826000000.0
September 2009,484000000.0,19000000.0,108832000000.0
December 2009,503000000.0,40000000.0,108187000000.0
March 2010,475000000.0,178000000.0,109093000000.0
June 2010,499000000.0,42000000.0,110352000000.0
September 2010,472000000.0,83000000.0,114700000000.0
December 2010,519000000.0,-161000000.0,112395000000.0
March 2011,563000000.0,59000000.0,112940000000.0
June 2011,514000000.0,-136000000.0,112347000000.0
September 2011,510000000.0,-16000000.0,113886000000.0
December 2011,343000000.0,107000000.0,112187000000.0
March 2012,530000000.0,47000000.0,110983000000.0
June 2012,502000000.0,76000000.0,112536000000.0
September 2012,443000000.0,35000000.0,114387000000.0
December 2012,391000000.0,168000000.0,113312000000.0
March 2013,433000000.0,103000000.0,112075000000.0
June 2013,413000000.0,141000000.0,107576000000.0
September 2013,407000000.0,108000000.0,108134000000.0
December 2013,406000000.0,208000000.0,108045000000.0
March 2014,378000000.0,184000000.0,109765000000.0
June 2014,404000000.0,176000000.0,111644000000.0
September 2014,398000000.0,-844000000.0,110514000000.0
December 2014,-42000000.0,-760000000.0,111358000000.0
March 2015,267000000.0,154000000.0,112331000000.0
June 2015,295000000.0,-193000000.0,109164000000.0
September 2015,314000000.0,-284000000.0,108222000000.0
December 2015,433000000.0,-292000000.0,106431000000.0
March 2016,394000000.0,53000000.0,107173000000.0
June 2016,327000000.0,172000000.0,108206000000.0
September 2016,269000000.0,-380000000.0,108852000000.0
December 2016,283000000.0,-122000000.0,104658000000.0
March 2017,270000000.0,155000000.0,104686000000.0
June 2017,240000000.0,202000000.0,105016000000.0
September 2017,265000000.0,107000000.0,104629000000.0
December 2017,247000000.0,353000000.0,105297000000.0
March 2018,240000000.0,112000000.0,103773000000.0
June 2018,253000000.0,190000000.0,102477000000.0
September 2018,231000000.0,146000000.0,102121000000.0
December 2018,273000000.0,-329000000.0,100923000000.0
March 2019,251000000.0,174000000.0,102188000000.0
June 2019,247000000.0,168000000.0,104306000000.0
September 2019,247000000.0,18000000.0,105653000000.0
December 2019,217000000.0,-17000000.0,101342000000.0
March 2020,249000000.0,-66000000.0,98844000000.0
June 2020,210000000.0,-441000000.0,103637000000.0
September 2020,249000000.0,418000000.0,104925000000.0
December 2020,280000000.0,267000000.0,105747000000.0
March 2021,275000000.0,187000000.0,98558000000.0
June 2021,304000000.0,240000000.0,100650000000.0
September 2021,290000000.0,314000000.0,99875000000.0
December 2021,354000000.0,163000000.0,99171000000.0
March 2022,271000000.0,149000000.0,93487000000.0
June 2022,589000000.0,181000000.0,89068000000.0
