,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,14388.0,0.0,,-20315.0,,,
June 2010,4477.0,0.0,,0.0,,,
September 2010,5613.0,,,-5613.0,,,
December 2010,,,,-13513.0,1126.0,1126.0,
March 2011,11084.0,0.0,,-11084.0,,,
June 2011,3632.0,0.0,,-3632.0,8065.0,3061.0,
September 2011,3687.0,,,-3687.0,24377.0,24377.0,
December 2011,,,,-14977.0,22450.0,22450.0,
March 2012,,,,-4045.0,10305.0,10305.0,
June 2012,,,,-4082.0,6419.0,6419.0,
September 2012,,,,-4866.0,6368.0,6368.0,
December 2012,,,,-11628.0,5600.0,5600.0,
March 2013,,,,-4698.0,5379.0,5379.0,
June 2013,,,,-3892.0,6647.0,6647.0,
September 2013,,,,-4557.0,4903.0,4903.0,
December 2013,,,,12986.0,4468.0,4468.0,
March 2014,,,,-7867.0,,,
June 2014,,,,-11901.0,12006.0,12006.0,
September 2014,,,,-3178.0,9126.0,9126.0,
December 2014,,,,-10698.0,5085.0,5085.0,
March 2015,41987.0,,,1076683.0,4461473.0,3987817.0,
June 2015,802691.0,,,110969.0,,,
September 2015,1755682.0,,,-159546.0,21206685.0,14480556.0,
December 2015,,,,,13834934.0,7176833.0,
March 2016,2628719.0,,2340490.25,-1160271.0,12631350.0,5753297.0,
June 2016,2454039.0,,2340490.25,-1209803.0,15143446.0,8218454.0,
September 2016,2988286.0,,2340490.25,-1777629.0,38122291.0,11268334.0,
December 2016,4237222.0,,2340490.25,1367017.0,39507923.0,10064942.0,29442981.0
March 2017,3931899.0,,3033455.0,-1216618.0,49680406.0,12352459.0,37327947.0
June 2017,5841065.0,,4840272.0,-3279381.0,47292840.0,10751745.0,36541095.0
September 2017,6508883.0,,5685905.0,-4067604.0,47137212.0,11415434.0,35721778.0
December 2017,4852429.0,,4950488.0,-511210.0,52196628.0,14644803.0,37551825.0
March 2018,3709678.0,,2878942.0,-1571753.0,47923220.0,11176475.0,36746745.0
June 2018,3468489.0,,2524588.0,-1260221.0,45541607.0,9603404.0,35938203.0
September 2018,-3754580.0,,2655902.0,5699467.0,45899439.0,10593540.0,35305899.0
December 2018,12706377.0,,2735390.0,-19765009.0,29637450.0,10061353.0,19576097.0
March 2019,3438326.0,,2877309.0,-1859972.0,30507226.0,11458815.0,19048411.0
June 2019,3858611.0,,3296041.0,-1256568.0,29477833.0,10965931.0,18511902.0
September 2019,3464451.0,,2902401.0,41299.0,26656309.0,8688346.0,17967963.0
December 2019,3714226.0,,3134566.0,-2528734.0,25005152.0,7599154.0,17692161.0
March 2020,3484141.0,20000.0,2924518.0,-1098461.0,27136179.0,10243959.0,16892220.0
June 2020,3004586.0,50957.0,2470723.0,-1573418.0,27506424.0,10269268.0,17237156.0
September 2020,3006252.0,63302.0,2449919.0,-565335.0,27993611.0,11304999.0,16688612.0
