,Assets,AssetsCurrent,AssetsNoncurrent
March 2011,,,
June 2011,2960499.0,293283.0,2667216.0
September 2011,2945160.0,328037.0,2617123.0
December 2011,2538724.0,265997.0,2272727.0
March 2012,2452887.0,246074.0,2206813.0
June 2012,2359243.0,245968.0,
September 2012,2256483.0,208193.0,
December 2012,2182376.0,226384.0,
March 2013,2151117.0,238963.0,
June 2013,2302114.0,482480.0,
September 2013,2114172.0,332525.0,
December 2013,842462.0,328727.0,
