,NetIncomeLoss,Assets
March 2018,5501000.0,
June 2018,13013000.0,
September 2018,4913000.0,
December 2018,5863000.0,2712745000.0
March 2019,4773000.0,2745997000.0
June 2019,6080000.0,2777170000.0
September 2019,8258000.0,2795582000.0
December 2019,10109000.0,3237167000.0
March 2020,7083000.0,3216563000.0
June 2020,5615000.0,3584532000.0
September 2020,16731000.0,3542666000.0
December 2020,15924000.0,3599160000.0
March 2021,15160000.0,3732894000.0
June 2021,13650000.0,3712915000.0
September 2021,15190000.0,3774175000.0
December 2021,14614000.0,3901855000.0
March 2022,14278000.0,3999744000.0
June 2022,15883000.0,3974724000.0
