,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,121101000.0,-217047250.0,,,
June 2009,121101000.0,-217047250.0,,,
September 2009,121101000.0,-217047250.0,,,
December 2009,121101000.0,-217047250.0,,,
March 2010,111357000.0,-47782000.0,,,
June 2010,130692000.0,-9127000.0,,,
September 2010,115224000.0,-34894000.0,,,
December 2010,137383000.0,4280000.0,7076565000.0,1550493000.0,
March 2011,123180000.0,-9541000.0,,,
June 2011,142937000.0,26695000.0,7205966000.0,1604390000.0,
September 2011,131915000.0,3213000.0,7071015000.0,1552890000.0,
December 2011,142840000.0,22579000.0,7088185000.0,1453728000.0,150284000.0
March 2012,152343000.0,-43870000.0,7132428000.0,1421521000.0,
June 2012,132285000.0,-8116000.0,7055847000.0,1400584000.0,
September 2012,137488000.0,17284000.0,7074161000.0,1446720000.0,
December 2012,154374000.0,-148410000.0,7105782000.0,1509346000.0,169089000.0
March 2013,139992000.0,-74278000.0,6932025000.0,1434236000.0,
June 2013,133020000.0,8908000.0,6851368000.0,1308175000.0,
September 2013,131437000.0,4218000.0,6928267000.0,1326341000.0,
December 2013,139554000.0,12692000.0,6759392000.0,1238428000.0,154915000.0
March 2014,132949000.0,-96870000.0,6653006000.0,1163282000.0,
June 2014,140271000.0,51037000.0,6669794000.0,1185137000.0,
September 2014,139613000.0,-7063000.0,6383898000.0,1099054000.0,
December 2014,135686000.0,43306000.0,6296629000.0,1064110000.0,133081000.0
March 2015,127130000.0,-33518000.0,6179789000.0,1071391000.0,
June 2015,132522000.0,1410000.0,6188358000.0,1055730000.0,
September 2015,132559000.0,-22581000.0,6133257000.0,1102340000.0,
December 2015,139293000.0,-41383000.0,6357199000.0,1577211000.0,148437000.0
March 2016,126801000.0,140110000.0,5739384000.0,1358903000.0,
June 2016,135567000.0,-69099000.0,5698133000.0,1338361000.0,
September 2016,126164000.0,-31100000.0,5675596000.0,1282831000.0,
December 2016,126670000.0,101501000.0,5718828000.0,1341435000.0,122013000.0
March 2017,115774000.0,-29001000.0,5386363000.0,964564000.0,
June 2017,125898000.0,-7352000.0,5416602000.0,964222000.0,
September 2017,128397000.0,-61639000.0,5580488000.0,1049193000.0,
December 2017,128616000.0,-541851000.0,4670782000.0,974172000.0,124534000.0
March 2018,127408000.0,-126932000.0,4615525000.0,1003653000.0,
June 2018,125289000.0,-50383000.0,4521052000.0,1004339000.0,
September 2018,128797000.0,-65088000.0,4479362000.0,1003472000.0,
December 2018,141424000.0,25653000.0,4522028000.0,1015800000.0,132504000.0
March 2019,122966000.0,-164167000.0,6325634000.0,898958000.0,
June 2019,134721000.0,-10939000.0,6427957000.0,1128732000.0,
September 2019,129162000.0,-215298000.0,6267142000.0,1094878000.0,
December 2019,134079000.0,27100000.0,6393288000.0,1201891000.0,98075000.0
March 2020,123704000.0,-277491000.0,6124410000.0,1649577000.0,
June 2020,99688000.0,-137198000.0,5563839000.0,1118689000.0,
September 2020,106871000.0,-135937000.0,5801516000.0,1354946000.0,
December 2020,112047000.0,-32113000.0,5755273000.0,1334760000.0,
March 2021,97570000.0,-332353000.0,5316843000.0,1087718000.0,
June 2021,112865000.0,-124580000.0,5356311000.0,1140851000.0,
September 2021,118158000.0,-40831000.0,5365338000.0,1220376000.0,
December 2021,130804000.0,63949000.0,5299355000.0,1134521000.0,
March 2022,108957000.0,-89868000.0,5181039000.0,1049300000.0,
June 2022,118294000.0,-65664000.0,5054187000.0,982532000.0,
