,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2008,329382.25,631228.5,-918563.25,,,
March 2009,329382.25,631228.5,-918563.25,,,
June 2009,329382.25,631228.5,-918563.25,,,
September 2009,329382.25,631228.5,-918563.25,,,
December 2009,268948.5,574897.0,-135416.5,,,
March 2010,268948.5,574897.0,-135416.5,,,
June 2010,262378.0,537407.0,-151479.0,4361091.0,3831080.0,1750.0
September 2010,269432.0,530319.0,-527184.0,3809381.0,3312428.0,1750.0
December 2010,255334.0,487147.0,-265831.5,3469061.0,2959318.0,40850.0
March 2011,266668.0,501859.0,-265831.5,3398986.0,2916634.0,40850.0
June 2011,233205.0,381611.0,-125949.0,3411868.0,2958909.0,40250.0
September 2011,231907.0,363640.0,-14923.0,3440600.0,3016871.0,37450.0
December 2011,224737.0,349641.0,195991.5,3722466.0,3318007.0,36650.0
March 2012,248493.0,385635.0,195991.5,3446149.0,3063976.0,35750.0
June 2012,233490.0,419022.0,195991.5,3216865.0,2853421.0,34850.0
September 2012,231338.0,462022.0,195991.5,3205971.0,2823971.0,32750.0
December 2012,231147.0,417243.0,143804.0,3588517.0,3233152.0,31850.0
March 2013,246098.0,468755.0,119431.0,3511817.0,3178786.0,31250.0
June 2013,234813.0,453621.0,-133777.0,3443740.0,3126016.0,30350.0
September 2013,227315.0,472979.0,9347.0,3504683.0,3199326.0,5850.0
December 2013,231056.0,453997.0,-320287.0,3181813.0,2852708.0,5850.0
March 2014,253154.0,474545.0,-297655.0,3064199.0,2714048.0,5850.0
June 2014,243600.0,496832.0,386911.0,4204703.0,3837570.0,5850.0
September 2014,238165.0,302733.0,239407.0,3699657.0,3314781.0,5850.0
December 2014,235938.0,399399.0,-270656.0,3346365.0,2968277.0,5850.0
March 2015,260507.0,400570.0,-276663.0,3100294.0,2722723.0,5850.0
June 2015,245794.0,453903.0,109631.0,3255966.0,2868975.0,5850.0
September 2015,273175.0,545088.0,315311.0,3866575.0,3486491.0,4850.0
December 2015,246773.0,438225.0,-47189.0,3566691.0,3215923.0,4850.0
March 2016,272710.0,542910.0,-464444.0,3393132.0,2828226.0,4850.0
June 2016,258406.0,507326.0,-8095.0,3596957.0,3051823.0,4850.0
September 2016,272268.0,445525.0,5152576.0,15434755.0,7766817.0,6364015.0
December 2016,239010.0,651574.0,-313706.0,15806527.0,8054773.0,6334924.0
March 2017,217316.0,894302.0,213140.0,16097093.0,8392493.0,6301733.0
June 2017,179840.0,1540381.0,941523.0,29050409.0,17452056.0,8073812.0
September 2017,159791.0,1460126.0,567439.0,25962304.0,15414417.0,7163077.0
December 2017,121579.0,1813308.0,510262.0,26883557.0,17230715.0,6329453.0
March 2018,123029.0,2252327.0,373752.0,25410030.0,16051605.0,6112196.0
June 2018,97389.0,1572244.0,394625.0,23432161.0,14611750.0,5949188.0
September 2018,0.0,1978943.0,1497079.0,51402672.0,24510189.0,13234378.0
December 2018,0.0,1965576.0,1348254.0,50606610.0,23292828.0,14009667.0
