,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2007,130306.375,-148109.75,,,
March 2008,130306.375,-148109.75,,,
June 2008,130306.375,-148109.75,,,
September 2008,130306.375,-148109.75,,,
December 2008,130306.375,-231801.75,,,
March 2009,130306.375,-231801.75,,,
June 2009,130306.375,-231801.75,,,
September 2009,130306.375,-231801.75,,,
December 2009,115462.25,-208282.25,,,
March 2010,115462.25,-208282.25,,,
June 2010,115462.25,-208282.25,,,
September 2010,115462.25,-208282.25,,,
December 2010,122162.0,-227998.0,,,
March 2011,115447.66666666667,-160189.33333333334,,,
June 2011,115447.66666666667,-160189.33333333334,,,
September 2011,115447.66666666667,-160189.33333333334,,,
December 2011,126179.0,-173428.0,,,
