,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2007,10063.888888888889,-49924.0,,
December 2007,10063.888888888889,-8290.0,,
March 2008,10063.888888888889,-8290.0,,
June 2008,10063.888888888889,-8290.0,,
September 2008,10063.888888888889,-8290.0,,
December 2008,10063.888888888889,-4969.0,,
March 2009,10063.888888888889,-4969.0,,
June 2009,10063.888888888889,-4969.0,,
September 2009,10063.888888888889,-4969.0,,
December 2009,4109.75,-7241.25,,
March 2010,4109.75,-7241.25,,
June 2010,4109.75,-7241.25,,
September 2010,4109.75,-7241.25,,
December 2010,3000.0,-3893.0,4139.0,4139.0
March 2011,6363.0,-10602.0,,
June 2011,13699.0,-20202.0,,
September 2011,13699.0,-20202.0,,
December 2011,1029736.0,-1030102.0,4139.0,4139.0
March 2012,779054.0,-779054.0,10169.0,4139.0
