,NetIncomeLoss,Assets,AssetsCurrent
March 2010,801000.0,,
June 2010,801000.0,,
September 2010,361000.0,,
December 2010,,369937000.0,135316000.0
March 2011,3392500.0,,
June 2011,3392500.0,477797000.0,87153000.0
September 2011,30845000.0,627320000.0,133622000.0
December 2011,,1699477000.0,168901000.0
March 2012,,1749032000.0,121136000.0
June 2012,,1941820000.0,133389000.0
September 2012,,2132774000.0,125136000.0
December 2012,,2373636000.0,147574000.0
March 2013,19444000.0,2591186000.0,147530000.0
June 2013,44250000.0,2843345000.0,142985000.0
September 2013,31150000.0,3790314000.0,245255000.0
December 2013,,3923770000.0,256483000.0
March 2014,29112000.0,3995520000.0,272500000.0
June 2014,21172000.0,4125065000.0,261039000.0
September 2014,92194000.0,4274411000.0,300637000.0
