,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,2391108.0,1113485.0,1277623.0,-1881546.0,,,
June 2010,1175491.0,564616.0,610875.0,-535561.0,,,
September 2010,955829.0,409383.0,546446.0,-582840.0,,,
December 2010,816486.0,491368.0,325118.0,-1146849.0,11912270.0,1963737.0,9900499.0
March 2011,1784700.0,865950.0,918750.0,-4597240.0,,,
June 2011,1974299.0,996149.0,978150.0,-1939715.0,13835078.0,3909283.0,9645565.0
September 2011,2222336.0,695019.0,1527317.0,-1373271.0,12696543.0,2744819.0,9645565.0
December 2011,2720549.0,1239009.0,1481540.0,-2119365.0,19526807.0,9563511.0,9645565.0
March 2012,3251049.0,1391645.0,1859404.0,-2985770.0,16484202.0,6477837.0,9635816.0
June 2012,3535159.0,2200307.0,1334852.0,-3154344.0,13940179.0,3740766.0,9635816.0
September 2012,3647534.0,2139465.0,1508069.0,-4265095.0,17579214.0,2946474.0,13426895.0
December 2012,4611397.0,2939293.0,1672104.0,-1926799.0,20021592.0,5198303.0,13184894.0
March 2013,5519170.0,3219723.0,2299447.0,-6988325.0,21648246.0,7026889.0,12942893.0
June 2013,6117496.0,4019149.0,2098347.0,-3341397.0,27805321.0,13444077.0,12701392.0
September 2013,4948417.0,2756005.0,2192412.0,-5237045.0,21868335.0,7821046.0,12460391.0
December 2013,3087402.0,2996625.0,90777.0,-3500630.0,23089295.0,9375098.0,12218390.0
March 2014,2689264.0,1266202.0,1323162.0,-2773041.0,21592041.0,8219745.0,11976389.0
June 2014,3932633.0,1650761.0,2184480.0,-3763976.0,18398296.0,5334945.0,11733812.0
September 2014,2932458.0,1200590.0,1731868.0,-5504584.0,12626450.0,1756100.0,9634990.0
December 2014,2824004.0,516734.0,2110721.0,-2921053.0,12595836.0,1769765.0,9687478.0
March 2015,2509142.0,770099.0,1543499.0,-8303712.0,11602154.0,916879.0,9754705.0
June 2015,12275767.0,797761.0,1360796.0,-10842598.0,1303542.0,680390.0,179706.0
September 2015,1458210.0,558995.0,820662.0,-1775422.0,765423.0,226707.0,236675.0
December 2015,1297140.0,662083.0,600688.0,-1276135.0,805090.0,300744.0,236675.0
March 2016,1656301.0,689018.0,936627.0,-2621228.0,986226.0,374934.0,374276.0
June 2016,1481987.0,665717.0,792761.0,-2940848.0,1871464.0,1201574.0,460383.0
September 2016,1813804.0,588551.0,1198328.0,794171.0,1076507.0,401954.0,485617.0
