,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,,,-1782.25,,,
September 2009,,,-1782.25,,,
December 2009,3276.3333333333335,,-1782.25,,,
March 2010,3276.3333333333335,,-1782.25,,,
June 2010,1700.0,,-1700.0,,,
September 2010,4350.0,,-4350.0,,,
December 2010,3800.0,,-3800.0,,,
March 2011,3276.3333333333335,,-2700.0,,,
June 2011,11100.0,,-11100.0,0.0,0.0,
September 2011,3481.0,,-3481.0,17450.0,,
December 2011,16658.0,,-16658.0,15669.0,,
March 2012,210599.0,,-213642.0,0.0,0.0,
June 2012,197668.0,,-206081.0,73419.0,73419.0,
September 2012,215560.0,,-218426.0,,,
December 2012,793561.0,,-786408.0,121617.0,121617.0,
March 2013,1426135.0,,-2194267.0,,,
June 2013,806467.0,,-427491.0,3320497.0,844197.0,
September 2013,1861752.0,,-1423911.0,3304129.0,893062.0,
December 2013,4555664.0,,-1763361.0,7095383.0,2339401.0,
March 2014,10462440.0,,-9052613.0,35389339.0,14996612.0,
June 2014,7339455.0,6434000.0,-4768061.0,42995462.0,18853524.0,
September 2014,8652392.0,6434000.0,-8849088.0,44121454.0,20587226.0,
December 2014,6462000.0,6434000.0,-78000.0,43202304.0,20923588.0,
March 2015,7564362.0,6434000.0,-4325614.0,40566279.0,18824540.0,
June 2015,6979131.0,6158000.0,-1676677.0,42332255.0,20953697.0,
September 2015,9210756.0,8334000.0,-3386180.0,49207680.0,22132525.0,
December 2015,8242000.0,809000.0,-1629000.0,56489201.0,26818293.0,
March 2016,8369000.0,7530000.0,-2764000.0,55176000.0,24760000.0,
June 2016,9270000.0,8431000.0,-2517000.0,55096000.0,24003000.0,30400000.0
September 2016,8522000.0,7795000.0,-976000.0,56991000.0,26236000.0,
December 2016,2225000.0,2018000.0,-368000.0,56265000.0,25759000.0,30420000.0
March 2017,8387000.0,7123000.0,-3453000.0,50282000.0,20963000.0,29319000.0
June 2017,7199000.0,6338000.0,-539000.0,50135000.0,21401000.0,28734000.0
September 2017,9590000.0,8800000.0,-7654000.0,94125000.0,40351000.0,53774000.0
December 2017,16779000.0,10558000.0,-6845000.0,86748000.0,37935000.0,
March 2018,11986000.0,11188000.0,-1271000.0,78097000.0,30045000.0,
June 2018,11742000.0,11030000.0,-1844000.0,82970000.0,33292000.0,
September 2018,11838000.0,11097000.0,-1980000.0,98885000.0,38843000.0,
December 2018,11080000.0,10264000.0,-1406000.0,96437000.0,37124000.0,
March 2019,11368000.0,10491000.0,229000.0,101313000.0,38219000.0,
June 2019,11577000.0,10700000.0,-1471000.0,98453000.0,34668000.0,
September 2019,12228000.0,11361000.0,-1108000.0,97440000.0,34687000.0,
December 2019,12513000.0,11775000.0,-2544000.0,88841000.0,28642000.0,
March 2020,14715000.0,10961000.0,-6997000.0,84810000.0,29695000.0,
June 2020,9016000.0,8257000.0,-3763000.0,91817000.0,37957000.0,
September 2020,10159000.0,9391000.0,-2641000.0,85301000.0,35439000.0,
December 2020,9703000.0,8897000.0,-2241000.0,86884000.0,36155000.0,
March 2021,8660000.0,7929000.0,-1688000.0,79956000.0,29948000.0,
June 2021,10122000.0,9419000.0,7848000.0,77650000.0,28223000.0,
September 2021,9151000.0,8463000.0,8713000.0,79084000.0,27996000.0,
December 2021,13234000.0,9494000.0,-6715000.0,73690000.0,26264000.0,
March 2022,9564000.0,8909000.0,-2324000.0,72750000.0,27100000.0,
June 2022,11162000.0,10464000.0,-2264000.0,101163000.0,38056000.0,
