,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2020,19710000.0,-1000.0,74074.0,
June 2020,19710000.0,-1619103.0,351438899.0,1438899.0
September 2020,28607000.0,-5490000.0,351342868.0,1234134.0
December 2020,52965000.0,-34476897.0,351283764.0,1064099.0
March 2021,33898000.0,-73406000.0,350993683.0,713385.0
June 2021,51562000.0,-6901837.0,350260786.0,140857.0
September 2021,64504000.0,-20283000.0,468599000.0,
December 2021,185966000.0,-64284163.0,491538000.0,
March 2022,100269000.0,-6000000.0,809235000.0,
June 2022,114245000.0,-23065000.0,783647000.0,
