,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2018,0.0,7259000.0,2341000.0,40656000.0,17930000.0,22726000.0
June 2018,0.0,7919000.0,2366000.0,44256000.0,18922000.0,25334000.0
September 2018,0.0,9490000.0,2424000.0,49240000.0,21992000.0,27248000.0
December 2018,0.0,9696000.0,2968000.0,53525000.0,22963000.0,30562000.0
March 2019,234000.0,9460000.0,2154000.0,58718000.0,23748000.0,34970000.0
June 2019,203000.0,11516000.0,1326000.0,70886000.0,25061000.0,45825000.0
September 2019,208000.0,13281000.0,2960000.0,79881000.0,27703000.0,52178000.0
December 2019,203000.0,7124000.0,2388000.0,82596000.0,27811000.0,54785000.0
March 2020,174000.0,10577000.0,4243000.0,86801000.0,30151000.0,56650000.0
June 2020,271000.0,16428000.0,19412000.0,112178000.0,49207000.0,62971000.0
September 2020,243000.0,13550000.0,2804000.0,113969000.0,49980000.0,63989000.0
December 2020,395000.0,12274000.0,5071000.0,112560000.0,47175000.0,65385000.0
March 2021,339000.0,14509000.0,1684000.0,113001000.0,48273000.0,64728000.0
June 2021,583000.0,12884000.0,1566000.0,111014000.0,47045000.0,63969000.0
September 2021,576000.0,13260000.0,1789000.0,115486000.0,47366000.0,68120000.0
December 2021,612000.0,14240000.0,4087000.0,117962000.0,47310000.0,70652000.0
March 2022,632000.0,15776000.0,1762000.0,119007000.0,47804000.0,71203000.0
June 2022,672000.0,17536000.0,967000.0,115904000.0,41859000.0,74045000.0
