,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,5276500.0,4603000.0,-959750.0,,
June 2009,5276500.0,4603000.0,-959750.0,,
September 2009,5276500.0,4603000.0,-959750.0,,
December 2009,5276500.0,4603000.0,-959750.0,,
March 2010,7739000.0,6737000.0,-639000.0,,
June 2010,8699000.0,7697000.0,-90000.0,,
September 2010,8587000.0,7580000.0,-22686000.0,,
December 2010,9261000.0,8249000.0,-157000.0,50276000.0,31434000.0
March 2011,8230000.0,7527000.0,310000.0,,
June 2011,10155000.0,9443000.0,395000.0,54056000.0,36134000.0
September 2011,7355000.0,6647000.0,1545000.0,51992000.0,34635000.0
December 2011,11643000.0,8690000.0,-1906000.0,51198000.0,34403000.0
March 2012,8393000.0,7951000.0,175000.0,49418000.0,32850000.0
June 2012,8999000.0,8551000.0,134000.0,54168000.0,37914000.0
September 2012,7951000.0,7499000.0,793000.0,52974000.0,37076000.0
December 2012,8021000.0,7562000.0,345000.0,51789000.0,36350000.0
March 2013,7846000.0,7531000.0,-889000.0,49003000.0,33497000.0
June 2013,8418000.0,8110000.0,1414000.0,52080000.0,36918000.0
September 2013,7892000.0,7590000.0,1772000.0,52664000.0,37638000.0
December 2013,8705000.0,8405000.0,32411000.0,86067000.0,42274000.0
March 2014,8828000.0,8581000.0,711000.0,86336000.0,43143000.0
June 2014,7725000.0,7497000.0,1721000.0,90190000.0,48440000.0
September 2014,8580000.0,8353000.0,976000.0,93426000.0,52488000.0
December 2014,8811000.0,9714000.0,656000.0,93413000.0,53671000.0
March 2015,9100000.0,8266000.0,-940000.0,96487000.0,47264000.0
June 2015,9036000.0,8963000.0,494000.0,98091000.0,49369000.0
September 2015,9520000.0,8827000.0,1027000.0,102502000.0,50999000.0
December 2015,10452000.0,8536000.0,-4641000.0,107424000.0,40438000.0
March 2016,11378000.0,9944000.0,-763000.0,105887000.0,39201000.0
June 2016,9859000.0,9783000.0,1313000.0,106344000.0,41453000.0
September 2016,9956000.0,8945000.0,43000.0,105436000.0,41496000.0
December 2016,10466000.0,9075000.0,-3427000.0,104805000.0,46562000.0
March 2017,15387000.0,9938000.0,-2687000.0,106871000.0,44821000.0
June 2017,10892000.0,8981000.0,-860000.0,100765000.0,40665000.0
September 2017,11054000.0,10312000.0,-172000.0,99672000.0,39553000.0
December 2017,11584000.0,10803000.0,-25417000.0,75874000.0,39691000.0
March 2018,12329000.0,10415000.0,-4219000.0,71618000.0,35986000.0
June 2018,9685000.0,8727000.0,-201000.0,73897000.0,38844000.0
September 2018,11416000.0,8045000.0,-1306000.0,73172000.0,38022000.0
