,OperatingExpenses,NetIncomeLoss,Assets
March 2009,540582.0,,
June 2009,540582.0,,
September 2009,540582.0,,
December 2009,540582.0,,
March 2010,1013758.0,-1078984.5,
June 2010,812974.0,-1078984.5,
September 2010,647202.0,-1078984.5,
December 2010,819550.0,-1078984.5,512031119.0
March 2011,1123138.0,-33406361.25,
June 2011,1154620.0,-33406361.25,589015914.0
September 2011,1079855.0,-33406361.25,421750408.0
December 2011,769614.0,-33406361.25,367181881.0
March 2012,701354.0,27529631.0,350008488.0
June 2012,652524.0,-34765477.0,331819356.0
September 2012,673936.0,26694678.0,380609735.0
December 2012,632254.0,-14405484.0,313258596.0
March 2013,629337.0,-28477426.0,337056175.0
June 2013,617618.0,-27302851.0,314695111.0
September 2013,536838.0,9921052.0,299955671.0
December 2013,494264.0,-1042700.0,248718089.0
March 2014,515529.0,-15964910.0,314095071.0
June 2014,573755.0,20173444.0,333159893.0
September 2014,676475.0,-286224.0,352662589.0
December 2014,540852.0,-16250760.0,250885301.0
March 2015,362729.0,-9704758.0,280210747.0
June 2015,453099.0,-17223903.0,203724096.0
September 2015,410979.0,-20580842.0,179878945.0
December 2015,371157.0,-10144060.0,126944288.0
March 2016,260288.0,3553376.0,102755454.0
June 2016,236967.0,8956115.0,115052570.0
September 2016,395320.0,7783653.0,182649623.0
December 2016,534917.0,15432769.0,284449176.0
March 2017,564604.0,26658998.0,281947803.0
June 2017,470899.0,-4064380.0,208902750.0
September 2017,538540.0,28080513.0,289476786.0
December 2017,591373.0,20478883.0,315009009.0
March 2018,668693.0,-23064029.0,364154299.0
June 2018,632713.0,-9053784.0,327260521.0
September 2018,615848.0,-18488161.0,229957223.0
December 2018,759657.0,-12022759.0,209290471.0
March 2019,514821.0,16980569.0,185863517.0
June 2019,295674.0,-15847794.0,142606557.0
September 2019,258514.0,-5653318.0,129673768.0
December 2019,259942.0,3776560.0,118554701.0
March 2020,224424.0,-20009384.0,98425215.0
June 2020,187947.0,8881567.0,109219150.0
September 2020,253271.0,13146869.0,133774211.0
December 2020,290468.0,18546349.0,173943879.0
March 2021,420218.0,16576443.0,293569214.0
June 2021,721800.0,22170405.0,389248954.0
September 2021,809177.0,10109677.0,428145643.0
December 2021,886485.0,31713655.0,487490665.0
March 2022,1085202.0,89775375.0,677548966.0
June 2022,1112266.0,-152468425.0,477714133.0
