,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,179525000.0,420050000.0,121200000.0,,
June 2007,179525000.0,420050000.0,121200000.0,,
September 2007,179525000.0,420050000.0,121200000.0,,
December 2007,179525000.0,420050000.0,121200000.0,,
March 2008,182900000.0,482200000.0,107700000.0,,
June 2008,213400000.0,506900000.0,143400000.0,,
September 2008,186600000.0,440400000.0,165400000.0,,
December 2008,215000000.0,426600000.0,146600000.0,6791800000.0,2270600000.0
March 2009,182100000.0,484500000.0,44700000.0,,
June 2009,161600000.0,441900000.0,176100000.0,6938300000.0,2526500000.0
September 2009,176900000.0,497500000.0,179000000.0,7263000000.0,2821200000.0
December 2009,185400000.0,497600000.0,221500000.0,7536600000.0,3106300000.0
March 2010,222700000.0,473800000.0,167900000.0,7628400000.0,3144200000.0
June 2010,187600000.0,499000000.0,240100000.0,7787600000.0,3354200000.0
September 2010,194000000.0,517300000.0,-670500000.0,8540100000.0,4243400000.0
December 2010,200300000.0,527500000.0,263100000.0,8308100000.0,3993700000.0
March 2011,197700000.0,589500000.0,158300000.0,8370700000.0,4084400000.0
June 2011,257400000.0,566700000.0,246600000.0,7879600000.0,3592600000.0
September 2011,221300000.0,538500000.0,249800000.0,8184000000.0,3682600000.0
December 2011,195100000.0,463600000.0,279800000.0,8508600000.0,4048300000.0
March 2012,225000000.0,585100000.0,229800000.0,8684200000.0,4238600000.0
June 2012,227700000.0,563100000.0,295400000.0,8673400000.0,4259600000.0
September 2012,289800000.0,522900000.0,249400000.0,8910900000.0,4535800000.0
December 2012,247100000.0,597300000.0,324200000.0,9179300000.0,4458800000.0
March 2013,248800000.0,604800000.0,12500000.0,9250500000.0,4069500000.0
June 2013,266500000.0,609900000.0,359900000.0,9675000000.0,4482200000.0
September 2013,257600000.0,589300000.0,299800000.0,10144600000.0,4932400000.0
December 2013,269400000.0,715400000.0,312900000.0,10574300000.0,5319700000.0
March 2014,349000000.0,658600000.0,257300000.0,10720200000.0,5458700000.0
June 2014,288700000.0,718900000.0,417200000.0,10990800000.0,5702900000.0
September 2014,288500000.0,714700000.0,312500000.0,11645800000.0,6103800000.0
December 2014,265400000.0,745000000.0,537200000.0,12415700000.0,6871200000.0
