,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,,,0.0,,
June 2011,,,0.0,,
September 2011,,,0.0,,
December 2011,,,-5162.0,32443.0,32443.0
March 2012,958098.75,574303.5,-4812.0,,
June 2012,958098.75,574303.5,-61231.0,,
September 2012,958098.75,547821.0,-1012877.0,622.0,622.0
December 2012,958098.75,584768.0,4965825.0,5566218.0,5471863.0
March 2013,1352147.0,645110.0,-3214.0,458.0,458.0
June 2013,1373212.0,443857.0,-1372707.0,10.0,10.0
September 2013,3545765.0,1568969.0,-3475339.0,37170611.0,37090775.0
December 2013,4412506.0,2464928.0,-5738846.0,46107522.0,46033728.0
March 2014,5292622.0,3368999.0,-5267156.0,42102020.0,42029389.0
June 2014,7009562.0,5973829.0,-6971627.0,35485524.0,35437169.0
September 2014,4118351.0,3246526.0,-4094052.0,32017773.0,31953333.0
December 2014,4060279.0,2890092.0,-4039841.0,27993502.0,27895967.0
March 2015,2974239.0,1918695.0,-2955806.0,25057380.0,24950918.0
June 2015,4277743.0,3161908.0,-4246446.0,53796691.0,44149504.0
September 2015,6433988.0,4733889.0,-6372428.0,48428217.0,42289119.0
December 2015,4696098.0,2765753.0,-4633698.0,45377278.0,44877523.0
March 2016,7070404.0,2673391.0,-7009445.0,38773982.0,38641931.0
June 2016,5815120.0,2567701.0,-5760111.0,33347789.0,33197124.0
September 2016,3286220.0,1506581.0,-3235485.0,29554156.0,29411727.0
December 2016,3015090.0,1328380.0,-2966467.0,27342970.0,27208777.0
March 2017,4908915.0,3083739.0,-4861260.0,27222145.0,27095045.0
June 2017,6140618.0,4106897.0,-6089766.0,28047569.0,27927561.0
September 2017,4766059.0,2046533.0,-4700248.0,26255190.0,26142275.0
December 2017,5402384.0,1767112.0,-5331586.0,25325114.0,25219291.0
March 2018,3065017.0,1377527.0,-2719971.0,31680648.0,31624564.0
June 2018,3164410.0,1482378.0,-3255501.0,25302411.0,25250772.0
September 2018,2353056.0,1422919.0,-2459072.0,22685391.0,22638196.0
December 2018,3171367.0,2181884.0,-3225478.0,20851953.0,20809203.0
March 2019,3125248.0,1949321.0,-3224472.0,22989108.0,22950219.0
June 2019,3350603.0,1964146.0,-3430597.0,19676783.0,19641755.0
September 2019,3140678.0,1713417.0,-3060200.0,17341910.0,17310742.0
December 2019,3448751.0,1841326.0,-3292075.0,19658280.0,19630973.0
March 2020,4597015.0,2511754.0,-5770651.0,20991956.0,20965448.0
June 2020,4222519.0,2268984.0,-6369634.0,23485295.0,23459586.0
September 2020,4375056.0,2487861.0,-4313258.0,24751684.0,24726774.0
December 2020,4801674.0,2479870.0,-4511276.0,25352776.0,25329023.0
March 2021,3114493.0,1580540.0,-3368082.0,50576621.0,45943869.0
June 2021,2990279.0,1464687.0,-6809041.0,47179273.0,47155520.0
September 2021,3588667.0,2366521.0,-3081297.0,40389109.0,40365356.0
December 2021,3301896.0,2253811.0,12624021.0,52482439.0,46379675.0
March 2022,3131640.0,1887953.0,-3487781.0,47603591.0,43497549.0
June 2022,4027531.0,2898012.0,-2631777.0,42193389.0,38079623.0
