,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2007,,2205000000.0,915500000.0,
June 2007,,2205000000.0,915500000.0,
September 2007,,2205000000.0,915500000.0,
December 2007,,2205000000.0,915500000.0,
March 2008,,2265000000.0,60000000.0,
June 2008,,2161000000.0,581000000.0,
September 2008,,1997000000.0,-176000000.0,
December 2008,,2851000000.0,-1582000000.0,445011000000.0
March 2009,,3013000000.0,14000000.0,
June 2009,,1652000000.0,163000000.0,444716000000.0
September 2009,,1887000000.0,1082000000.0,475467000000.0
December 2009,,2439000000.0,1865000000.0,480203000000.0
March 2010,,2281000000.0,697000000.0,491861000000.0
June 2010,,999000000.0,1077000000.0,
September 2010,,999000000.0,1244000000.0,526924000000.0
December 2010,,,177000000.0,539854000000.0
March 2011,,,608000000.0,599008000000.0
June 2011,,,838000000.0,613377000000.0
September 2011,,,1594000000.0,611473000000.0
December 2011,,,686000000.0,620244000000.0
March 2012,,,-967000000.0,637737000000.0
June 2012,,,2198000000.0,647463000000.0
September 2012,,,-574000000.0,671698000000.0
December 2012,,,-232000000.0,709298000000.0
March 2013,,,-706000000.0,724097000000.0
June 2013,,,-514000000.0,705615000000.0
September 2013,,,1042000000.0,723126000000.0
December 2013,,,-460000000.0,731781000000.0
March 2014,,,1238000000.0,746735000000.0
June 2014,,,1090000000.0,765537000000.0
September 2014,,,512000000.0,764147000000.0
December 2014,,,-1459000000.0,766655000000.0
March 2015,,,2036000000.0,778612000000.0
June 2015,,,1406000000.0,762731000000.0
September 2015,,,1465000000.0,754527000000.0
December 2015,,,735000000.0,757388000000.0
March 2016,,,1336000000.0,772995000000.0
June 2016,,,921000000.0,796490000000.0
September 2016,,,1827000000.0,819865000000.0
December 2016,,,284000000.0,783962000000.0
March 2017,,,1369000000.0,797365000000.0
June 2017,,,491000000.0,812590000000.0
September 2017,,,2238000000.0,821131000000.0
December 2017,,,3765000000.0,831921000000.0
March 2018,805500000.0,,1363000000.0,829677000000.0
June 2018,805500000.0,,197000000.0,819860000000.0
September 2018,805500000.0,,1672000000.0,822748000000.0
December 2018,805500000.0,,842000000.0,815078000000.0
March 2019,1450000000.0,,932000000.0,849324000000.0
June 2019,1450000000.0,,708000000.0,873825000000.0
September 2019,1450000000.0,,1418000000.0,885626000000.0
December 2019,1450000000.0,,1128000000.0,896552000000.0
March 2020,2221750000.0,,-271000000.0,873712000000.0
June 2020,2221750000.0,,-2409000000.0,915387000000.0
September 2020,2221750000.0,,1487000000.0,911589000000.0
December 2020,2221750000.0,,819000000.0,940722000000.0
March 2021,5308750000.0,,2828000000.0,907280000000.0
June 2021,5308750000.0,,2158000000.0,926461000000.0
September 2021,5308750000.0,,1530000000.0,932582000000.0
December 2021,5308750000.0,,1208000000.0,937582000000.0
March 2022,,,-31000000.0,878066000000.0
June 2022,,,-565000000.0,695599000000.0
