,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2016,223689.0,112325.0,225274.0,
June 2016,423202.0,307748.0,53218.0,
September 2016,1807599.0,1793963.0,-1086547.0,
December 2016,728285.0,156876.0,1589188.0,11817917.0
March 2017,401718.0,260008.0,-133646.0,15223915.0
June 2017,634177.0,554905.0,-698786.0,18276592.0
September 2017,695522.0,690676.0,-522639.0,33373010.0
December 2017,5281676.0,4431985.0,24144569.0,56063056.0
March 2018,2770642.0,2199247.0,-884902.0,61293620.0
June 2018,2408953.0,2115264.0,-1433282.0,81162791.0
September 2018,2868947.0,2082794.0,229747.0,82049270.0
December 2018,5690588.0,4347930.0,1243465.0,78346968.0
March 2019,3246950.0,2822057.0,-2773430.0,76842010.0
June 2019,6625935.0,4700424.0,-5118096.0,157683219.0
September 2019,12743695.0,6371870.0,-12394388.0,166160833.0
December 2019,18455121.0,8347681.0,-11385955.0,167665484.0
March 2020,13369032.0,6839897.0,-10453108.0,158175801.0
June 2020,13646245.0,7052776.0,-9035855.0,155243494.0
September 2020,15814467.0,9301550.0,-12032009.0,159644997.0
December 2020,15644525.0,8379145.0,-8889005.0,156280786.0
March 2021,12792530.0,9234819.0,-6939996.0,166231244.0
June 2021,14515533.0,10964362.0,-8825793.0,234218324.0
September 2021,19486635.0,15038299.0,-14488293.0,282920360.0
December 2021,30423502.0,13373621.0,-20152102.0,245426099.0
March 2022,17385398.0,12816520.0,-11844891.0,270944175.0
June 2022,22817156.0,17373018.0,-18391748.0,300274060.0
