,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2015,7040500.0,5539000.0,1501500.0,-7078500.0,,
June 2015,7040500.0,5539000.0,1501500.0,-7078500.0,,
September 2015,7040500.0,5539000.0,1501500.0,-7078500.0,,
December 2015,7040500.0,5539000.0,1501500.0,-7078500.0,,
March 2016,7211000.0,4961000.0,2250000.0,39572000.0,,
June 2016,4458000.0,3412000.0,1046000.0,-5265000.0,,
September 2016,5629000.0,3868000.0,1761000.0,-6106000.0,,
December 2016,4882000.0,3070000.0,1812000.0,-5588000.0,41551000.0,40675000.0
March 2017,7303000.0,3073000.0,4230000.0,-8075000.0,,
June 2017,8337000.0,5906000.0,2431000.0,-8208000.0,,
September 2017,13194000.0,6641000.0,6553000.0,-13068000.0,55135000.0,50320000.0
December 2017,19696000.0,1212000.0,18484000.0,-19551000.0,241136000.0,238167000.0
March 2018,29912000.0,1701000.0,28011000.0,-30572000.0,220562000.0,217069000.0
June 2018,24257000.0,2046000.0,21860000.0,-24581000.0,259950000.0,256054000.0
September 2018,25075000.0,2989000.0,22086000.0,-25123000.0,237622000.0,233455000.0
December 2018,26473000.0,3363000.0,23661000.0,-26382000.0,216989000.0,212857000.0
March 2019,31640000.0,4562000.0,26340000.0,-28874000.0,192992000.0,186782000.0
June 2019,32384000.0,5295000.0,26000000.0,-27376000.0,166572000.0,160854000.0
September 2019,32206000.0,5547000.0,25270000.0,-28808000.0,149377000.0,144102000.0
December 2019,,5379000.0,26545000.0,-24995000.0,172650000.0,168060000.0
March 2020,33348000.0,4932000.0,27060000.0,-28856000.0,174170000.0,169677000.0
June 2020,32871000.0,5474000.0,25697000.0,-25852000.0,153048000.0,148905000.0
September 2020,33320000.0,6524000.0,24575000.0,-21214000.0,181024000.0,172437000.0
December 2020,,6448000.0,28106000.0,-23863000.0,188813000.0,180652000.0
March 2021,34149000.0,5225000.0,27184000.0,-26053000.0,157946000.0,150316000.0
June 2021,37912000.0,8179000.0,27308000.0,-23502000.0,139515000.0,132594000.0
September 2021,34866000.0,6654000.0,25801000.0,-17117000.0,131917000.0,125442000.0
December 2021,,5260000.0,26340000.0,-15624000.0,166071000.0,160379000.0
March 2022,,4802000.0,29339000.0,-25333000.0,133815000.0,128419000.0
June 2022,,4270000.0,29514000.0,-19397000.0,122832000.0,118057000.0
