,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2009,,15606750.0,3413750.0,,,
September 2009,,15606750.0,3413750.0,,,
December 2009,,15606750.0,3413750.0,,,
March 2010,,15606750.0,3413750.0,,,
June 2010,4876500.0,15595000.0,4065000.0,,,
September 2010,4876500.0,21293000.0,-513000.0,,,
December 2010,4876500.0,15496000.0,5883000.0,,,
March 2011,4876500.0,18464000.0,10065000.0,,,
June 2011,5090000.0,18562000.0,1494000.0,,,
September 2011,5090000.0,18278000.0,311000.0,,,
December 2011,5090000.0,16838000.0,809000.0,,,
March 2012,5090000.0,16268000.0,5769000.0,,,
June 2012,5931750.0,17296000.0,3889000.0,,,
September 2012,5931750.0,15177000.0,23363000.0,,,
December 2012,5931750.0,15776000.0,3325000.0,,,
March 2013,5931750.0,18051000.0,10161000.0,,,
June 2013,6425000.0,18900000.0,13611000.0,,,
September 2013,6425000.0,19649000.0,19802000.0,,,
December 2013,6425000.0,22103000.0,14600000.0,,,
March 2014,6425000.0,18948000.0,48100000.0,,,
June 2014,6125000.0,22200000.0,21400000.0,,,
September 2014,6125000.0,25400000.0,26000000.0,,,
December 2014,6125000.0,21500000.0,27100000.0,,,
March 2015,6125000.0,24900000.0,26600000.0,,,
June 2015,6950000.0,23200000.0,23500000.0,,,
September 2015,6950000.0,24500000.0,21200000.0,,,
December 2015,6950000.0,26100000.0,17200000.0,,,
March 2016,6950000.0,27000000.0,22700000.0,,,
June 2016,6950000.0,27400000.0,21200000.0,,,
September 2016,6950000.0,26500000.0,24900000.0,,,
December 2016,6950000.0,23700000.0,23700000.0,,,
March 2017,6950000.0,27600000.0,23100000.0,,,
June 2017,9475000.0,29600000.0,20500000.0,,,
September 2017,9475000.0,31200000.0,24200000.0,,,
December 2017,9475000.0,22500000.0,-24300000.0,,,
March 2018,9475000.0,32400000.0,36800000.0,,,
June 2018,10300000.0,29500000.0,23700000.0,,,
September 2018,10300000.0,48000000.0,14600000.0,,,
December 2018,10300000.0,32800000.0,30700000.0,,,
March 2019,10300000.0,32600000.0,22600000.0,,,
June 2019,8725000.0,32400000.0,28300000.0,,,
September 2019,8725000.0,33200000.0,23800000.0,,,
December 2019,8725000.0,33000000.0,41200000.0,,,
March 2020,8725000.0,18200000.0,30100000.0,,,
June 2020,9275000.0,26600000.0,28300000.0,,,
September 2020,9275000.0,30800000.0,38600000.0,,,
December 2020,9275000.0,32400000.0,31900000.0,,,
March 2021,9275000.0,37100000.0,31100000.0,,,
June 2021,8925000.0,32800000.0,29100000.0,,,
September 2021,8925000.0,31200000.0,27500000.0,,,
December 2021,8925000.0,34500000.0,29400000.0,,,
March 2022,8925000.0,35600000.0,16200000.0,,,
June 2022,,35300000.0,21500000.0,,,
