,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,225000.0,-139079000.0,,
June 2010,225000.0,-5602000.0,,
September 2010,225000.0,-1938000.0,,
December 2010,225000.0,4859000.0,302834000.0,172058000.0
March 2011,250000.0,3197000.0,,
June 2011,250000.0,3302000.0,406704000.0,281263000.0
September 2011,250000.0,1092000.0,418505000.0,294533000.0
December 2011,250000.0,7451000.0,388050000.0,264045000.0
March 2012,425000.0,5064000.0,409655000.0,286886000.0
June 2012,425000.0,1942000.0,861539000.0,392726000.0
September 2012,425000.0,18441000.0,843047000.0,376255000.0
December 2012,425000.0,80184000.0,902626000.0,418095000.0
March 2013,550000.0,5735000.0,935275000.0,443565000.0
June 2013,550000.0,14135000.0,939444000.0,461122000.0
September 2013,550000.0,16236000.0,945828000.0,476502000.0
December 2013,550000.0,10423000.0,912245000.0,449001000.0
March 2014,425000.0,7296000.0,932033000.0,475614000.0
June 2014,425000.0,16239000.0,939908000.0,492335000.0
September 2014,425000.0,18307000.0,957309000.0,515039000.0
December 2014,425000.0,19088000.0,928651000.0,485659000.0
March 2015,1200000.0,10474000.0,984972000.0,547927000.0
June 2015,1200000.0,28649000.0,994802000.0,569062000.0
September 2015,1200000.0,31880000.0,1024371000.0,601684000.0
December 2015,1200000.0,33286000.0,950126000.0,529507000.0
March 2016,1600000.0,27524000.0,975670000.0,548243000.0
June 2016,1600000.0,35532000.0,986593000.0,557895000.0
September 2016,1600000.0,33378000.0,991817000.0,562169000.0
December 2016,1600000.0,23000000.0,898733000.0,481405000.0
March 2017,975000.0,20173000.0,949283000.0,536697000.0
June 2017,975000.0,22945000.0,932411000.0,520085000.0
September 2017,975000.0,18947000.0,1379127000.0,585432000.0
December 2017,975000.0,49357000.0,1351513000.0,576391000.0
March 2018,2200000.0,21272000.0,1409548000.0,637207000.0
June 2018,2200000.0,31902000.0,1369131000.0,604130000.0
September 2018,2200000.0,4664000.0,1350207000.0,596687000.0
December 2018,2200000.0,11584000.0,1304393000.0,549419000.0
March 2019,4875000.0,14780000.0,1408632000.0,647310000.0
June 2019,4875000.0,30960000.0,1374829000.0,615449000.0
September 2019,4875000.0,25460000.0,1378603000.0,621386000.0
December 2019,4875000.0,18375000.0,1304591000.0,541389000.0
March 2020,5475000.0,-106647000.0,1225411000.0,577057000.0
June 2020,5475000.0,-146000.0,1142265000.0,502849000.0
September 2020,5475000.0,3887000.0,1196082000.0,566508000.0
December 2020,5475000.0,5494000.0,1161470000.0,545764000.0
March 2021,3400000.0,3217000.0,1226354000.0,620644000.0
June 2021,3400000.0,12252000.0,1180500000.0,587984000.0
September 2021,3400000.0,11008000.0,1171340000.0,582164000.0
December 2021,3400000.0,-25313000.0,1107071000.0,529705000.0
