,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,,,,
June 2017,,,,
September 2017,,,,
December 2017,,,,
March 2018,203258750.0,26046500.0,,
June 2018,203258750.0,26046500.0,,
September 2018,203258750.0,26046500.0,,
December 2018,203258750.0,26046500.0,,
March 2019,218380000.0,-15095000.0,,
June 2019,236055000.0,30745000.0,,
September 2019,226996000.0,15421000.0,,
December 2019,257375000.0,16750000.0,5556246000.0,1819014000.0
March 2020,247776000.0,-15838000.0,5814788000.0,2224939000.0
June 2020,237616000.0,61917000.0,5906518000.0,2239727000.0
September 2020,249320000.0,7515000.0,6041534000.0,2414520000.0
December 2020,275415000.0,100097000.0,6293843000.0,2546203000.0
March 2021,293936000.0,45881000.0,6467998000.0,2841334000.0
June 2021,330027000.0,51008000.0,6749142000.0,3152658000.0
September 2021,335624000.0,167071000.0,7028017000.0,3429067000.0
