,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,23924.0,-28507.0,,
June 2009,23924.0,-28507.0,,
September 2009,23924.0,-28507.0,,
December 2009,23924.0,-28507.0,,
March 2010,104230.0,-107149.0,,
June 2010,104230.0,-107149.0,329773.0,329773.0
September 2010,1133704.0,-1133704.0,,
December 2010,756280.0,-755757.0,,
March 2011,708652.0,-708585.0,,
June 2011,746303.0,-746289.0,220778.0,220778.0
September 2011,807842.0,-807841.0,96461.0,56461.0
December 2011,795929.0,-798824.0,,
March 2012,658149.0,-658898.0,98167.0,8167.0
