,OperatingExpenses,NetIncomeLoss,Assets
March 2008,26244250.0,22578750.0,
June 2008,26244250.0,22578750.0,
September 2008,26244250.0,22578750.0,
December 2008,26244250.0,22578750.0,
March 2009,28087000.0,13556000.0,
June 2009,36459000.0,16073000.0,
September 2009,36991000.0,16268000.0,
December 2009,37605000.0,14870000.0,1546321000.0
March 2010,38180000.0,11888000.0,
June 2010,40886000.0,15587000.0,1477880000.0
September 2010,35021000.0,12855000.0,1506142000.0
December 2010,37234000.0,11574000.0,1472918000.0
March 2011,43652000.0,14228000.0,1635686000.0
June 2011,44200000.0,8842000.0,1616717000.0
