,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2013,10814.0,-10814.0,5000.0,5000.0
March 2014,1500.0,-1500.0,,
June 2014,15685.0,-15685.0,,
September 2014,2635.0,-2635.0,,
December 2014,34707.0,-34707.0,30624.0,30624.0
March 2015,17247.0,-17247.0,8644.0,8644.0
June 2015,9807.0,-9884.0,12185.0,
September 2015,11624.0,-11725.0,4647.0,4647.0
December 2015,7705.0,-7874.0,8513.0,8513.0
March 2016,16160.0,-16334.0,2365.0,2365.0
June 2016,18413.0,-17588.0,1003.0,1003.0
September 2016,9891.0,-8891.0,,
December 2016,27059.0,-27059.0,1636.0,1636.0
March 2017,62066.0,-94939.0,10474.0,10474.0
June 2017,31443.0,-31443.0,13665.0,13665.0
September 2017,41386.0,-28565.0,36382.0,36382.0
December 2017,54158.0,-8465.0,299.0,299.0
March 2018,25014.0,-12193.0,17360.0,17360.0
June 2018,26241.0,-26241.0,4661.0,4661.0
September 2018,20840.0,-20840.0,4672.0,4672.0
December 2018,14205.0,-1385.0,17355.0,17355.0
March 2019,30031.0,-30031.0,10658.0,10658.0
June 2019,11616.0,-11616.0,10410.0,10410.0
September 2019,7073.0,-7073.0,4348.0,4348.0
December 2019,10204.0,-10204.0,4348.0,4348.0
March 2020,3437.0,-3437.0,4271.0,4271.0
June 2020,9139.0,-9139.0,4197.0,4197.0
September 2020,12613.0,-12613.0,4140.0,4140.0
December 2020,11567.0,-11567.0,3428.0,3428.0
March 2021,1082.0,-1082.0,3830.0,3830.0
June 2021,699.0,-699.0,3511.0,3511.0
September 2021,16453.0,-16453.0,3511.0,3511.0
