,OperatingExpenses,NetIncomeLoss,Assets
March 2009,149400000.0,,
June 2009,149400000.0,,
September 2009,149400000.0,,
December 2009,149400000.0,,
March 2010,165500000.0,94475000.0,
June 2010,168800000.0,94475000.0,
September 2010,184400000.0,94475000.0,
December 2010,191900000.0,94475000.0,73664000000.0
March 2011,157100000.0,87400000.0,
June 2011,153600000.0,116600000.0,76222100000.0
September 2011,175300000.0,76800000.0,71475400000.0
December 2011,119500000.0,39500000.0,74149900000.0
March 2012,180400000.0,144000000.0,79600300000.0
June 2012,177200000.0,37900000.0,78430800000.0
September 2012,163000000.0,93300000.0,81250200000.0
December 2012,175900000.0,50200000.0,83871800000.0
March 2013,173600000.0,75100000.0,87811900000.0
June 2013,176300000.0,76900000.0,87396000000.0
September 2013,178000000.0,67600000.0,88229200000.0
December 2013,179800000.0,63900000.0,89680300000.0
March 2014,193300000.0,45700000.0,92099500000.0
June 2014,187500000.0,74600000.0,94772100000.0
September 2014,185000000.0,50200000.0,93097100000.0
December 2014,218100000.0,61200000.0,93801500000.0
March 2015,189400000.0,62000000.0,95907900000.0
June 2015,192800000.0,74000000.0,96010300000.0
September 2015,197200000.0,-5900000.0,89296100000.0
December 2015,193100000.0,43100000.0,90769600000.0
March 2016,203100000.0,20500000.0,92703800000.0
June 2016,198400000.0,31300000.0,94460200000.0
September 2016,205300000.0,-11100000.0,96542200000.0
December 2016,208700000.0,72100000.0,96645400000.0
March 2017,219800000.0,54000000.0,100438200000.0
June 2017,191600000.0,-26400000.0,102775600000.0
September 2017,193200000.0,12000000.0,108379600000.0
December 2017,196400000.0,170400000.0,107972000000.0
March 2018,108000000.0,87000000.0,108106000000.0
June 2018,178000000.0,99000000.0,108864000000.0
September 2018,183000000.0,161000000.0,111291000000.0
December 2018,425000000.0,98000000.0,102716000000.0
March 2019,217000000.0,45000000.0,109524000000.0
June 2019,193000000.0,129000000.0,112333000000.0
September 2019,197000000.0,110000000.0,113599000000.0
December 2019,449000000.0,16000000.0,116221000000.0
March 2020,298000000.0,34000000.0,105234000000.0
June 2020,243000000.0,93000000.0,114971000000.0
September 2020,259000000.0,-94000000.0,118653000000.0
December 2020,290000000.0,133000000.0,126648000000.0
March 2021,285000000.0,383000000.0,129228000000.0
June 2021,307000000.0,186000000.0,133167000000.0
September 2021,312000000.0,170000000.0,133590000000.0
December 2021,309000000.0,87000000.0,136638000000.0
March 2022,296000000.0,32000000.0,128841000000.0
June 2022,303000000.0,22000000.0,114925000000.0
