,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,5081750.0,763500.0,4210750.0,,,
June 2009,5081750.0,763500.0,4210750.0,,,
September 2009,5081750.0,763500.0,4210750.0,,,
December 2009,5081750.0,763500.0,4210750.0,,,
March 2010,4987000.0,615000.0,4698000.0,,,
June 2010,4850000.0,675000.0,5431000.0,,,
September 2010,4973000.0,760000.0,5400000.0,,,
December 2010,5127000.0,619000.0,5423000.0,134652000.0,51981000.0,
March 2011,5456000.0,576000.0,6858000.0,,,
June 2011,6018000.0,728000.0,7019000.0,151758000.0,68238000.0,
September 2011,5292000.0,778000.0,6774000.0,157580000.0,78364000.0,
December 2011,5073000.0,786000.0,5388000.0,161895000.0,83742000.0,
March 2012,5886000.0,973000.0,5377000.0,163054000.0,78754000.0,
June 2012,5706000.0,844000.0,6099000.0,166146000.0,68565000.0,
September 2012,5218000.0,753000.0,7259000.0,173860000.0,80031000.0,
December 2012,5704000.0,1196000.0,4894000.0,155810000.0,56747000.0,
March 2013,6309000.0,1130000.0,6635000.0,161901000.0,63390000.0,
June 2013,6139000.0,952000.0,6506000.0,167341000.0,78075000.0,
September 2013,6328000.0,1147000.0,7673000.0,173108000.0,84058000.0,
December 2013,6342000.0,1059000.0,5768000.0,172066000.0,90319000.0,
March 2014,6688000.0,1175000.0,7201000.0,175200000.0,89965000.0,
June 2014,7152000.0,1150000.0,6882000.0,172330000.0,89146000.0,
September 2014,6812000.0,1221000.0,7685000.0,178920000.0,95256000.0,
December 2014,7049000.0,1740000.0,6040000.0,171514000.0,74136000.0,
March 2015,7038000.0,1560000.0,7602000.0,158990000.0,69187000.0,
June 2015,7664000.0,1669000.0,7474000.0,159677000.0,71852000.0,
September 2015,6811000.0,1563000.0,7799000.0,162936000.0,75686000.0,
December 2015,6958000.0,1554000.0,6050000.0,164336000.0,78295000.0,
March 2016,7100000.0,1416000.0,6945000.0,170187000.0,82123000.0,
June 2016,7141000.0,1597000.0,7450000.0,172989000.0,85218000.0,
September 2016,6648000.0,1564000.0,7614000.0,180563000.0,91736000.0,
December 2016,7615000.0,1997000.0,5571000.0,182593000.0,94115000.0,
March 2017,7304000.0,1539000.0,9950000.0,187789000.0,99584000.0,
June 2017,7519000.0,1368000.0,10026000.0,192671000.0,102973000.0,
September 2017,6926000.0,1149000.0,7971000.0,202126000.0,112464000.0,
December 2017,7731000.0,1743000.0,8646000.0,203780000.0,115233000.0,
March 2018,7585000.0,1338000.0,8487000.0,212253000.0,107551000.0,
June 2018,7957000.0,1603000.0,8797000.0,218782000.0,113930000.0,
September 2018,7242000.0,1204000.0,9221000.0,227743000.0,121033000.0,
December 2018,7287000.0,1368000.0,7749000.0,231216000.0,122265000.0,
March 2019,7666000.0,1095000.0,9438000.0,241018000.0,124666000.0,
June 2019,7626000.0,1224000.0,9664000.0,248751000.0,133086000.0,
September 2019,7441000.0,1359000.0,9595000.0,256751000.0,144757000.0,
December 2019,7426000.0,1360000.0,8064000.0,262031000.0,132338000.0,13315000.0
March 2020,8154000.0,1684000.0,8898000.0,260430000.0,128080000.0,
June 2020,7423000.0,1092000.0,8605000.0,260350000.0,102145000.0,
September 2020,7315000.0,1388000.0,7243000.0,263032000.0,113157000.0,
December 2020,7603000.0,1481000.0,7369000.0,266890000.0,112319000.0,13429000.0
March 2021,7408000.0,1310000.0,7726000.0,268843000.0,119959000.0,
June 2021,8072000.0,1445000.0,8924000.0,267638000.0,125828000.0,
September 2021,8312000.0,1393000.0,8277000.0,268934000.0,133766000.0,
December 2021,9538000.0,1524000.0,8128000.0,267264000.0,136571000.0,13298000.0
March 2022,8994000.0,1377000.0,8499000.0,271638000.0,138733000.0,
June 2022,9804000.0,1553000.0,9348000.0,275317000.0,137574000.0,
