,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2007,1261600000.0,457750000.0,,
June 2007,1261600000.0,457750000.0,,
September 2007,1261600000.0,457750000.0,,
December 2007,1261600000.0,457750000.0,,
March 2008,1400900000.0,431600000.0,,
June 2008,1398000000.0,480500000.0,,
September 2008,1434700000.0,277300000.0,,
December 2008,1517900000.0,194700000.0,35852500000.0,4918400000.0
March 2009,1552300000.0,437800000.0,,
June 2009,1464000000.0,346600000.0,36762600000.0,6917700000.0
September 2009,1575500000.0,326200000.0,38135000000.0,7100400000.0
December 2009,1791200000.0,165900000.0,38550400000.0,6826900000.0
March 2010,1517200000.0,562600000.0,38972800000.0,7426400000.0
June 2010,1558100000.0,491000000.0,38347800000.0,6914000000.0
September 2010,1554100000.0,497600000.0,39150600000.0,7074400000.0
December 2010,1889600000.0,215600000.0,37739400000.0,6994200000.0
March 2011,1563500000.0,586000000.0,37801300000.0,6426600000.0
June 2011,1591700000.0,536700000.0,38218200000.0,6075700000.0
September 2011,1816300000.0,490400000.0,38694200000.0,6885900000.0
December 2011,1832900000.0,372600000.0,38593100000.0,5890000000.0
March 2012,1666000000.0,511000000.0,39336100000.0,6343700000.0
June 2012,1646400000.0,457600000.0,39452700000.0,6474700000.0
September 2012,1639600000.0,499200000.0,39838400000.0,6236000000.0
December 2012,1924400000.0,190100000.0,41494500000.0,8244400000.0
March 2013,1739200000.0,490100000.0,42517200000.0,9392700000.0
June 2013,2094400000.0,536000000.0,49730300000.0,10739400000.0
September 2013,2304500000.0,518600000.0,49252900000.0,10031900000.0
December 2013,2507300000.0,368900000.0,49764800000.0,9718900000.0
March 2014,2450400000.0,665500000.0,52119000000.0,11414800000.0
June 2014,2601200000.0,548800000.0,53160700000.0,11647100000.0
September 2014,2714700000.0,594500000.0,53025600000.0,11464900000.0
December 2014,3066700000.0,232000000.0,53402100000.0,11764000000.0
March 2015,2815500000.0,777000000.0,55555400000.0,13391300000.0
June 2015,2801800000.0,731800000.0,54641100000.0,12982100000.0
September 2015,2830300000.0,560000000.0,53478400000.0,12347300000.0
December 2015,3196400000.0,320800000.0,53424100000.0,12733000000.0
March 2016,2863000000.0,737000000.0,56423700000.0,15393600000.0
June 2016,2784000000.0,790800000.0,70602000000.0,29125300000.0
September 2016,2830700000.0,603900000.0,71882600000.0,29943400000.0
December 2016,3607300000.0,139000000.0,69146000000.0,28449000000.0
March 2017,3853000000.0,-381000000.0,56351000000.0,15018000000.0
June 2017,2552000000.0,1203000000.0,56714000000.0,15501000000.0
September 2017,2612000000.0,838000000.0,57383000000.0,16434000000.0
December 2017,3047000000.0,244000000.0,55151000000.0,15523000000.0
March 2018,2787000000.0,1209000000.0,59197000000.0,20701000000.0
June 2018,2769000000.0,1212000000.0,58316000000.0,19625000000.0
September 2018,2742000000.0,1000000000.0,57103000000.0,19371000000.0
