,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,961104.0,-1421173.0,,
June 2020,411949.0,-821649.0,,
September 2020,120466.0,-597395.0,,
December 2020,114300.0,-396313.0,605453.0,605453.0
March 2021,680588.0,-2304908.0,,
June 2021,867197.0,-1331792.0,1136864.0,1136864.0
September 2021,799779.0,-1712920.0,13685787.0,13685787.0
December 2021,1111776.0,-2552857.0,11623940.0,11623940.0
March 2022,1595839.0,-2786152.0,9044015.0,
June 2022,1612552.0,-2730573.0,11026438.0,
