,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,,48472500.0,,,
June 2009,,48472500.0,,,
September 2009,,48472500.0,,,
December 2009,,48472500.0,,,
March 2010,,48550000.0,62778000.0,,
June 2010,,45818000.0,77604000.0,,
September 2010,,52332000.0,,,
December 2010,,58228000.0,,2734086000.0,1485412000.0
March 2011,,54830000.0,116864000.0,,
June 2011,,53459000.0,113486000.0,2882619000.0,1580581000.0
September 2011,,49476000.0,,2970559000.0,1627239000.0
December 2011,,62914000.0,,3006728000.0,1632042000.0
March 2012,,61238000.0,,3112144000.0,1720587000.0
June 2012,,59843000.0,,3110167000.0,1690071000.0
September 2012,,59406000.0,,3358913000.0,1917759000.0
December 2012,,70910000.0,,3347781000.0,1782763000.0
March 2013,,63448000.0,,3368334000.0,1879135000.0
June 2013,,61861000.0,,3345758000.0,1837022000.0
September 2013,,67183000.0,,3329885000.0,1788392000.0
December 2013,,71493000.0,,3418048000.0,1853949000.0
March 2014,,60385000.0,,3339814000.0,1778418000.0
June 2014,,63088000.0,,3435883000.0,1857061000.0
September 2014,,64857000.0,,3470069000.0,1843944000.0
December 2014,,65670000.0,,3691758000.0,2052992000.0
March 2015,,65325000.0,,3714664000.0,2054501000.0
June 2015,,67867000.0,,3738346000.0,2031705000.0
September 2015,,66892000.0,,3804233000.0,2060936000.0
December 2015,,69916000.0,,4431000000.0,2664000000.0
March 2016,,64000000.0,,4396000000.0,2482000000.0
June 2016,,75000000.0,,4427000000.0,2485000000.0
September 2016,,66000000.0,,4643000000.0,2627000000.0
December 2016,,70000000.0,,4755000000.0,2848000000.0
March 2017,,72000000.0,,4808000000.0,2886000000.0
June 2017,,75000000.0,,4862000000.0,2907000000.0
September 2017,,77000000.0,,4993000000.0,2989000000.0
December 2017,,93000000.0,,5161000000.0,3128000000.0
March 2018,19250000.0,75000000.0,,5255000000.0,2903000000.0
June 2018,19250000.0,84000000.0,,5176000000.0,2866000000.0
September 2018,19250000.0,85000000.0,,5435000000.0,3172000000.0
December 2018,19250000.0,70000000.0,,5307000000.0,3027000000.0
March 2019,35750000.0,84000000.0,,5976000000.0,3182000000.0
June 2019,35750000.0,83000000.0,,5901000000.0,3074000000.0
September 2019,35750000.0,80000000.0,,5946000000.0,3096000000.0
December 2019,35750000.0,89000000.0,,6285000000.0,3350000000.0
March 2020,33500000.0,72000000.0,,6155000000.0,3154000000.0
June 2020,33500000.0,80000000.0,,5873000000.0,2914000000.0
September 2020,33500000.0,89000000.0,,5976000000.0,3015000000.0
December 2020,33500000.0,88000000.0,,6399000000.0,3354000000.0
March 2021,47750000.0,86000000.0,,6693000000.0,3611000000.0
June 2021,47750000.0,88000000.0,,7070000000.0,3878000000.0
September 2021,47750000.0,88000000.0,,7257000000.0,3914000000.0
December 2021,47750000.0,98000000.0,,7503000000.0,4047000000.0
March 2022,,90000000.0,,7669000000.0,4069000000.0
June 2022,,89000000.0,,7810000000.0,4141000000.0
