,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2016,1132004.0,-1627847.0,,
June 2016,924794.0,-1442950.0,,
September 2016,844682.0,-1371987.0,,
December 2016,769204.0,-6268158.0,33263641.0,10581082.0
March 2017,848415.0,-1503819.0,,
June 2017,1100528.0,-2404109.0,30718507.0,8679658.0
September 2017,1212703.0,-3129136.0,27360081.0,5531224.0
December 2017,1161651.0,-10156575.0,20938783.0,5907459.0
March 2018,1079772.0,-3809493.0,18663758.0,4096181.0
June 2018,751021.0,-1459521.0,17993265.0,4173265.0
September 2018,737629.0,-14102800.0,6243886.0,5881247.0
