,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2011,,687500000.0,-518750000.0,,
December 2011,,687500000.0,-518750000.0,,
March 2012,,687500000.0,-518750000.0,,
June 2012,,687500000.0,-518750000.0,,
September 2012,,710000000.0,-92000000.0,,
December 2012,,669000000.0,1399000000.0,,
March 2013,,657000000.0,323000000.0,,
June 2013,,747000000.0,-1124000000.0,15643000000.0,4643000000.0
September 2013,,636000000.0,27000000.0,16343000000.0,5230000000.0
December 2013,,637000000.0,151000000.0,15983000000.0,5112000000.0
March 2014,,644000000.0,48000000.0,16543000000.0,5370000000.0
June 2014,,748000000.0,13000000.0,16489000000.0,5270000000.0
September 2014,,666000000.0,175000000.0,16123000000.0,4865000000.0
December 2014,,686000000.0,143000000.0,15970000000.0,4052000000.0
March 2015,,653000000.0,23000000.0,15686000000.0,4088000000.0
June 2015,,751000000.0,-378000000.0,15035000000.0,4014000000.0
September 2015,,650000000.0,65000000.0,14756000000.0,3889000000.0
December 2015,,688000000.0,63000000.0,14875000000.0,3795000000.0
March 2016,,649000000.0,-149000000.0,15716000000.0,3905000000.0
June 2016,,735000000.0,-378000000.0,15483000000.0,3889000000.0
September 2016,,678000000.0,-15000000.0,15269000000.0,3328000000.0
December 2016,,665000000.0,-289000000.0,14527000000.0,3591000000.0
March 2017,,662000000.0,-5000000.0,14886000000.0,3762000000.0
June 2017,,723000000.0,-429000000.0,14552000000.0,3815000000.0
September 2017,,660000000.0,68000000.0,14662000000.0,3768000000.0
December 2017,,712000000.0,-83000000.0,14359000000.0,3718000000.0
March 2018,,760000000.0,-1128000000.0,13372000000.0,3986000000.0
June 2018,,918000000.0,-371000000.0,16346000000.0,4394000000.0
September 2018,2166000000.0,826000000.0,101000000.0,16288000000.0,4469000000.0
December 2018,2257000000.0,773000000.0,95000000.0,16227000000.0,4429000000.0
March 2019,2210000000.0,810000000.0,10000000.0,16058000000.0,4247000000.0
June 2019,2197000000.0,782000000.0,-51000000.0,15711000000.0,4050000000.0
September 2019,,781000000.0,-227000000.0,16233000000.0,3799000000.0
December 2019,,774000000.0,85000000.0,16282000000.0,3718000000.0
March 2020,,743000000.0,-730000000.0,14428000000.0,3741000000.0
June 2020,,697000000.0,-397000000.0,14261000000.0,3461000000.0
September 2020,,685000000.0,34000000.0,14400000000.0,3435000000.0
December 2020,,719000000.0,231000000.0,15094000000.0,3596000000.0
March 2021,,851000000.0,79000000.0,15397000000.0,3943000000.0
June 2021,,999000000.0,-14000000.0,16771000000.0,4456000000.0
September 2021,,848000000.0,196000000.0,16418000000.0,4372000000.0
December 2021,,852000000.0,235000000.0,16520000000.0,4599000000.0
March 2022,,888000000.0,82000000.0,17419000000.0,4162000000.0
June 2022,,1004000000.0,110000000.0,17221000000.0,4093000000.0
