,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,,,-6637.5,,,
December 2008,,,-6637.5,,,
March 2009,,,-44187.0,,,
June 2009,,,-44187.0,,,
September 2009,,,-44187.0,,,
December 2009,,,-44187.0,,,
March 2010,82197.0,78491.0,-33379.5,,,
June 2010,82197.0,78491.0,-33379.5,,,
September 2010,42766.0,39060.0,-25047.0,,,
December 2010,41008.0,37302.0,-47878.0,267184.0,62755.0,204429.0
March 2011,36788.0,33082.0,-33614.0,,,
June 2011,50399.0,46693.0,-40639.0,,,
September 2011,33061.0,29355.0,-16052.0,221112.0,27801.0,193311.0
December 2011,23811.0,20105.0,27963.0,192578.0,2973.0,189605.0
March 2012,9673.0,6343.0,-7426.0,156229.0,2261.0,153968.0
June 2012,32865.0,30285.0,-32865.0,153577.0,2189.0,151388.0
September 2012,7468.0,4888.0,-7468.0,150598.0,1790.0,148808.0
