,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2006,,319650000.0,371950000.0,,
March 2007,,319650000.0,371950000.0,,
June 2007,,319650000.0,371950000.0,,
September 2007,,319650000.0,371950000.0,,
December 2007,47825000.0,353450000.0,149700000.0,,
March 2008,47825000.0,353450000.0,149700000.0,,
June 2008,47825000.0,377600000.0,152600000.0,,
September 2008,47825000.0,397600000.0,125600000.0,4593600000.0,2436600000.0
December 2008,42500000.0,313400000.0,118400000.0,,
March 2009,42500000.0,292800000.0,40600000.0,,
June 2009,42500000.0,305000000.0,32800000.0,4164000000.0,2106200000.0
September 2009,42500000.0,316800000.0,131300000.0,4305700000.0,2134800000.0
December 2009,49725000.0,312500000.0,76600000.0,4398800000.0,2257100000.0
March 2010,49725000.0,323200000.0,137000000.0,4542200000.0,2436500000.0
June 2010,49725000.0,333300000.0,119400000.0,4614500000.0,2518600000.0
September 2010,49725000.0,354300000.0,131300000.0,4748300000.0,2586600000.0
December 2010,60975000.0,347000000.0,150100000.0,4778900000.0,2631700000.0
March 2011,60975000.0,356100000.0,166400000.0,5111100000.0,2947800000.0
June 2011,60975000.0,370000000.0,179500000.0,5327700000.0,3095700000.0
September 2011,60975000.0,388100000.0,201800000.0,5284900000.0,3075100000.0
December 2011,61900000.0,362400000.0,183300000.0,5279100000.0,3114000000.0
March 2012,61900000.0,373100000.0,167800000.0,5434600000.0,3270600000.0
June 2012,61900000.0,369800000.0,190700000.0,5382400000.0,3261600000.0
September 2012,61900000.0,386400000.0,195200000.0,5636500000.0,3387500000.0
December 2012,65175000.0,373500000.0,161400000.0,5711100000.0,3392600000.0
March 2013,65175000.0,376800000.0,175900000.0,5719900000.0,3436900000.0
June 2013,65175000.0,383700000.0,203700000.0,5771300000.0,3485100000.0
September 2013,65175000.0,403700000.0,215300000.0,5844600000.0,3679900000.0
December 2013,72525000.0,385400000.0,198100000.0,5940800000.0,3719800000.0
March 2014,72525000.0,392500000.0,180300000.0,6158100000.0,3929400000.0
June 2014,72525000.0,394400000.0,199700000.0,6145100000.0,3907700000.0
September 2014,72525000.0,397800000.0,248700000.0,6224300000.0,3934200000.0
December 2014,76825000.0,386900000.0,214200000.0,6202000000.0,3932500000.0
March 2015,76825000.0,382400000.0,206000000.0,6280200000.0,4046000000.0
June 2015,76825000.0,376400000.0,206100000.0,6406500000.0,4174900000.0
September 2015,76825000.0,360700000.0,201300000.0,6404700000.0,3896800000.0
December 2015,79825000.0,359900000.0,185500000.0,6419700000.0,3957200000.0
March 2016,79825000.0,358700000.0,168000000.0,6539600000.0,4063000000.0
June 2016,79825000.0,346700000.0,191000000.0,6855700000.0,4153900000.0
September 2016,79825000.0,402100000.0,185200000.0,7101200000.0,4185000000.0
December 2016,87050000.0,370000000.0,214700000.0,7094300000.0,4487200000.0
March 2017,87050000.0,409200000.0,189500000.0,7065000000.0,4317400000.0
June 2017,87050000.0,386800000.0,216900000.0,7215500000.0,4456500000.0
September 2017,87050000.0,425500000.0,204600000.0,7161700000.0,4420700000.0
December 2017,92950000.0,386600000.0,-236400000.0,7158700000.0,4533900000.0
March 2018,92950000.0,389200000.0,227400000.0,6513600000.0,3940900000.0
June 2018,92950000.0,402200000.0,198600000.0,5837600000.0,3375800000.0
September 2018,92950000.0,409900000.0,345900000.0,6262000000.0,2830700000.0
December 2018,94725000.0,386700000.0,80300000.0,5935400000.0,2737900000.0
March 2019,94725000.0,385000000.0,346000000.0,6254200000.0,2976800000.0
June 2019,94725000.0,361700000.0,261400000.0,6158800000.0,2945800000.0
September 2019,94725000.0,405100000.0,8100000.0,6113000000.0,2985700000.0
December 2019,92875000.0,403200000.0,310700000.0,7107900000.0,3007500000.0
March 2020,92875000.0,352000000.0,132200000.0,6665900000.0,2758200000.0
June 2020,92875000.0,370200000.0,317800000.0,7329500000.0,2942500000.0
September 2020,92875000.0,354400000.0,262700000.0,7264700000.0,2685800000.0
December 2020,105625000.0,374600000.0,593300000.0,8171000000.0,2932100000.0
March 2021,105625000.0,421300000.0,415000000.0,8317700000.0,2969500000.0
June 2021,105625000.0,436900000.0,271300000.0,8573100000.0,3286200000.0
September 2021,105625000.0,447200000.0,78500000.0,10701600000.0,3063400000.0
December 2021,,447500000.0,241500000.0,10743300000.0,3132300000.0
March 2022,,428500000.0,53900000.0,10715500000.0,3284900000.0
June 2022,,442000000.0,297900000.0,10799900000.0,3492300000.0
