,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,61533500.0,28367500.0,9285000.0,,,
June 2014,61533500.0,28367500.0,9285000.0,,,
September 2014,61533500.0,28367500.0,9285000.0,,,
December 2014,61533500.0,28367500.0,9285000.0,,,
March 2015,66854500.0,32535000.0,15233000.0,,,
June 2015,66854500.0,32535000.0,14997000.0,,,
September 2015,69084000.0,35759000.0,22009000.0,,,
December 2015,74654000.0,39672000.0,14841000.0,1319935000.0,213524000.0,
March 2016,77341000.0,37399000.0,15384000.0,,,
June 2016,75265000.0,37912000.0,20148000.0,,,
September 2016,76777000.0,40194000.0,27490000.0,1313126000.0,243653000.0,
December 2016,75515000.0,38277000.0,24969000.0,1364696000.0,269537000.0,
March 2017,106903000.0,41949000.0,-901000.0,1982868000.0,273022000.0,
June 2017,93134000.0,43470000.0,15158000.0,2035032000.0,299398000.0,
September 2017,310674000.0,46132000.0,-175561000.0,1889281000.0,334373000.0,
December 2017,101277000.0,42686000.0,15954000.0,1862716000.0,315332000.0,
March 2018,96106000.0,41740000.0,-2768000.0,1894508000.0,350848000.0,
June 2018,98863000.0,40928000.0,3767000.0,1800336000.0,322604000.0,
September 2018,87061000.0,41896000.0,8781000.0,1784081000.0,323262000.0,
December 2018,95220000.0,45926000.0,-6104000.0,1787344000.0,366831000.0,
March 2019,90013000.0,43660000.0,4319000.0,1802210000.0,316168000.0,
June 2019,92750000.0,41995000.0,10471000.0,1778009000.0,305772000.0,
September 2019,96347000.0,46257000.0,20864000.0,1829093000.0,385765000.0,
December 2019,98882000.0,45562000.0,12620000.0,1763958000.0,308521000.0,1455437000.0
March 2020,85132000.0,42378000.0,5755000.0,2217221000.0,849980000.0,
June 2020,77231000.0,32858000.0,-1922000.0,1809439000.0,471375000.0,
September 2020,84158000.0,40373000.0,5732000.0,1866878000.0,515836000.0,
December 2020,101039000.0,44444000.0,9579000.0,1831445000.0,462013000.0,1369432000.0
March 2021,84765000.0,42909000.0,5876000.0,1829858000.0,483540000.0,
