,OperatingExpenses,Assets
September 2010,4862.0,
December 2010,913.0,
March 2011,5703.0,
June 2011,8090.0,0.0
September 2011,8861.0,0.0
December 2011,6180.0,0.0
March 2012,4223.0,0.0
