,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,-1835.6666666666667,-385.0,,
December 2010,-1835.6666666666667,-385.0,,
March 2011,4250.0,-4390.0,,
June 2011,2903.0,-3404.0,,
September 2011,3881.0,-3881.0,,
December 2011,-1835.6666666666667,-1635.0,920.0,
March 2012,420.0,-4801.0,119.0,
June 2012,1104.0,-4470.0,4949.0,
September 2012,6829.0,-3079.0,21670.0,
December 2012,16089.0,-942.0,41789.0,
March 2013,4559.0,-4559.0,,
June 2013,3271.0,-3271.0,,
September 2013,7843.0,-7843.0,26116.0,
December 2013,2917.0,-2817.0,23665.0,23665.0
March 2014,14506.0,-14506.0,9154.0,9154.0
June 2014,9134.0,-9134.0,115.0,115.0
September 2014,3672.0,-3672.0,7138.0,7138.0
December 2014,8992.0,-8992.0,4663.0,4663.0
March 2015,11486.0,-11486.0,13169.0,13169.0
June 2015,14667.333333333334,-8863.0,458.0,458.0
September 2015,14667.333333333334,-16749.0,33589.0,33589.0
December 2015,14667.333333333334,-18390.0,13870.0,13870.0
March 2016,18545.75,-8861.0,13454.0,13454.0
June 2016,18545.75,-12519.0,17699.0,17699.0
September 2016,18545.75,-12376.0,8770.0,8770.0
December 2016,18545.75,-54440.0,56050.0,56050.0
March 2017,29241.0,-36556.0,2916.0,2916.0
June 2017,5903.0,-14027.0,7763.0,7763.0
September 2017,67022.0,-73112.0,195011.0,195011.0
December 2017,830677.0,-343363.0,880803.0,880766.0
March 2018,1006197.0,-1022518.0,5798632.0,5798595.0
June 2018,942306.0,-965544.0,4394239.0,4394202.0
September 2018,992574.0,-996958.0,3504247.0,3504210.0
December 2018,1039083.0,-1034834.0,3170898.0,3170861.0
March 2019,1140469.0,-1136510.0,3192703.0,3192666.0
June 2019,624712.0,-351674.0,2990739.0,2990702.0
September 2019,645768.0,-2830892.0,808080.0,808043.0
December 2019,-223835.0,-278838.0,42923.0,42886.0
March 2020,144471.0,100702.0,49038.0,49001.0
June 2020,210783.0,-190584.0,159882.0,159845.0
September 2020,124376.0,-29486.0,62961.0,62924.0
December 2020,315609.0,-3893231.0,142061.0,142024.0
March 2021,1548742.0,-44864004.0,4671084.0,4671047.0
June 2021,3467229.0,19863815.0,3485110.0,3085073.0
September 2021,2827590.0,4024166.0,6483022.0,1757573.0
December 2021,2664512.0,-1773027.0,5335874.0,655321.0
March 2022,2508934.0,-1226515.0,5641727.0,994550.0
June 2022,1043213.0,-605407.0,4873108.0,280963.0
