,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,221200.0,,-150043.0,,
June 2010,241328.0,,-169030.0,,
September 2010,236768.0,,-233636.0,,
December 2010,225286.0,,-244035.0,72113.0,71261.0
March 2011,688330.0,,-522088.0,,
June 2011,252582.0,,-288746.0,34312.0,33610.0
September 2011,173081.0,,-185266.0,45147.0,44520.0
December 2011,148918.0,,-343548.0,69376.0,68623.0
March 2012,133173.0,,-145773.0,79877.0,79399.0
June 2012,613968.0,,-609938.0,210271.0,209868.0
September 2012,160901.0,,-145419.0,95436.0,95108.0
December 2012,196188.0,,-213446.0,38180.0,37927.0
March 2013,137156.0,,-130960.0,66105.0,65927.0
June 2013,168833.0,,-147187.0,88372.0,88269.0
September 2013,153304.0,,-148912.0,92725.0,92625.0
December 2013,186993.0,,-1489846.0,67072.0,63918.0
March 2014,613096.0,,-34566265.0,193080.0,191746.0
June 2014,359626.0,,25299659.0,194181.0,180502.0
September 2014,244782.0,,5245942.0,72785.0,60325.0
December 2014,235781.0,,2796700.0,84963.0,74831.0
March 2015,260106.0,5254.75,-75144.0,123797.0,115917.0
June 2015,473523.0,5254.75,-954460.0,257684.0,251360.0
September 2015,440682.0,5254.75,-1413327.0,372717.0,354098.0
December 2015,892861.0,5254.75,-1992854.0,587919.0,565181.0
March 2016,495029.0,5554.0,574959.0,411066.0,384024.0
June 2016,345018.0,4600.0,-2813857.0,357160.0,310554.0
September 2016,377101.0,4000.0,693222.0,289025.0,261418.0
December 2016,413831.0,3860.0,-3216904.0,252580.0,226413.0
March 2017,245974.0,3700.0,1943699.0,312594.0,298342.0
June 2017,539070.0,2000.0,-2686543.0,3778336.0,851854.0
September 2017,712842.0,3100.0,-4301809.0,3902389.0,1116656.0
December 2017,636817.0,2544.0,6597499.0,2507212.0,958780.0
March 2018,895896.0,,-26072517.0,2657881.0,1211136.0
June 2018,1341532.0,,24247420.0,2695364.0,1307360.0
September 2018,871119.0,,-13517590.0,2482204.0,1143289.0
December 2018,1398437.0,,25373347.0,1974414.0,690947.0
March 2019,1039687.0,,-923129.0,1770979.0,540680.0
June 2019,836511.0,,-1334368.0,2337293.0,1160055.0
September 2019,797208.0,,-8568579.0,2703339.0,764041.0
