,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,2765250000.0,273000000.0,,,
June 2007,2765250000.0,273000000.0,,,
September 2007,2765250000.0,273000000.0,,,
December 2007,2765250000.0,273000000.0,,,
March 2008,2424000000.0,574000000.0,,,
June 2008,2960000000.0,281000000.0,,,
September 2008,3454000000.0,375000000.0,,,
December 2008,2815000000.0,153000000.0,45155000000.0,3775000000.0,8393000000.0
March 2009,2708000000.0,361000000.0,,,
June 2009,2520000000.0,316000000.0,46338000000.0,4224000000.0,8555000000.0
September 2009,2689000000.0,444000000.0,47193000000.0,4479000000.0,8893000000.0
December 2009,2801000000.0,239000000.0,48348000000.0,4756000000.0,9248000000.0
March 2010,2811000000.0,345000000.0,49625000000.0,5516000000.0,9583000000.0
June 2010,2966000000.0,136000000.0,49937000000.0,5793000000.0,9426000000.0
September 2010,3039000000.0,556000000.0,49892000000.0,5421000000.0,9473000000.0
December 2010,2948000000.0,177000000.0,50455000000.0,5016000000.0,9765000000.0
March 2011,2898000000.0,354000000.0,50560000000.0,4789000000.0,10005000000.0
June 2011,2892000000.0,352000000.0,50752000000.0,4754000000.0,9934000000.0
September 2011,3443000000.0,929000000.0,51187000000.0,4374000000.0,10396000000.0
December 2011,3101000000.0,311000000.0,52223000000.0,4182000000.0,11070000000.0
March 2012,2871000000.0,389000000.0,52902000000.0,4214000000.0,11256000000.0
June 2012,2810000000.0,362000000.0,53421000000.0,4483000000.0,11110000000.0
September 2012,3244000000.0,487000000.0,53843000000.0,4648000000.0,11062000000.0
December 2012,3364000000.0,21000000.0,54367000000.0,4589000000.0,11015000000.0
March 2013,3071000000.0,370000000.0,54550000000.0,4397000000.0,11023000000.0
June 2013,3035000000.0,370000000.0,54979000000.0,4622000000.0,10932000000.0
September 2013,3301000000.0,370000000.0,54963000000.0,4317000000.0,10776000000.0
December 2013,3095000000.0,370000000.0,56414000000.0,4310000000.0,11107000000.0
March 2014,3607000000.0,,57038000000.0,4335000000.0,11173000000.0
June 2014,3277000000.0,,57620000000.0,4323000000.0,11024000000.0
September 2014,3256000000.0,,57925000000.0,4111000000.0,10750000000.0
December 2014,3648000000.0,,59633000000.0,4478000000.0,11038000000.0
March 2015,3584000000.0,,60038000000.0,4116000000.0,11112000000.0
June 2015,3022600000.0,,60938000000.0,4225000000.0,11700000000.0
September 2015,3472000000.0,,61099000000.0,4548000000.0,11313000000.0
December 2015,3041100000.0,,61683100000.0,4072400000.0,11477500000.0
March 2016,3152000000.0,,62486500000.0,4146300000.0,11507300000.0
June 2016,3026700000.0,,63317100000.0,4438900000.0,11442000000.0
September 2016,5780100000.0,,61442000000.0,5949200000.0,11230600000.0
December 2016,3214200000.0,,63467700000.0,6033900000.0,11794500000.0
March 2017,2836200000.0,,61728300000.0,3616400000.0,11875600000.0
June 2017,2831800000.0,,62739100000.0,3809000000.0,11702900000.0
September 2017,3129600000.0,,63964900000.0,4067800000.0,11580600000.0
December 2017,3056800000.0,,64729100000.0,4253100000.0,10214500000.0
March 2018,3342300000.0,,65609500000.0,4135000000.0,10109400000.0
June 2018,3256200000.0,,66870100000.0,4570100000.0,9858500000.0
September 2018,3664500000.0,,67617400000.0,4692400000.0,9569300000.0
December 2018,3250000000.0,,68802800000.0,4113900000.0,9589800000.0
March 2019,3268400000.0,,70722000000.0,3914800000.0,10838600000.0
June 2019,3022600000.0,,72550000000.0,4061300000.0,11285800000.0
September 2019,3356800000.0,,73900700000.0,4166400000.0,11041600000.0
December 2019,3321300000.0,,75892300000.0,4077800000.0,11676400000.0
March 2020,2995900000.0,,77724000000.0,5292000000.0,11383100000.0
June 2020,2771300000.0,,77804800000.0,4273200000.0,11604800000.0
September 2020,3123200000.0,,78689300000.0,4338200000.0,11564700000.0
December 2020,3040400000.0,,80757200000.0,4351500000.0,12504100000.0
March 2021,3470800000.0,,82985100000.0,4258400000.0,14030600000.0
June 2021,3016600000.0,,84358200000.0,4605800000.0,14087900000.0
September 2021,3515600000.0,,86337100000.0,5785100000.0,13860800000.0
December 2021,3377700000.0,,87668700000.0,7809200000.0,13858200000.0
March 2022,3604500000.0,,89831400000.0,8268000000.0,13685400000.0
June 2022,3635300000.0,,90861300000.0,9371000000.0,12782100000.0
