,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,3524000.0,415000.0,,
June 2010,4285000.0,357000.0,,
September 2010,4578000.0,406500.0,,
December 2010,4578000.0,406500.0,56832000.0,27967000.0
March 2011,4533000.0,-2378000.0,,
June 2011,4234000.0,-683000.0,58138000.0,26259000.0
September 2011,4988000.0,1172000.0,,
December 2011,4531000.0,130000.0,68576000.0,34067000.0
March 2012,3355000.0,445000.0,68404000.0,34063000.0
June 2012,3232000.0,69000.0,65129000.0,31396000.0
September 2012,3485000.0,-11147000.0,52384000.0,23822000.0
