,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,612107.0,,65647.5,,,
March 2010,612107.0,,65647.5,,,
June 2010,619264.0,,128115.0,,,
September 2010,658749.0,,150118.0,,,
December 2010,683720.0,-194682.0,34855.0,4070590.0,1773866.0,2296724.0
March 2011,647543.0,-194682.0,144057.0,,,
June 2011,593352.0,-194682.0,70385.0,,,
September 2011,695005.0,-224860.0,144766.0,4158574.0,1877579.0,2280995.0
December 2011,556565.0,-218185.0,9821.0,4087697.0,1813237.0,2274460.0
March 2012,542548.0,-218185.0,267094.0,3941040.0,1671364.0,2269676.0
June 2012,522674.0,-218185.0,63223.0,4110481.0,1845437.0,2265044.0
September 2012,614469.0,-243662.0,78942.0,4098578.0,1833917.0,2264661.0
December 2012,599260.0,-243662.0,-65356.0,4089552.0,1828493.0,2261059.0
March 2013,531485.0,,125438.0,3644589.0,1387724.0,2256865.0
June 2013,489421.0,,108260.0,3701632.0,1447934.0,2253698.0
September 2013,444697.0,,182191.0,3674507.0,1424576.0,2249931.0
December 2013,504646.0,,31236.0,3773228.0,1521747.0,2251481.0
March 2014,481727.0,,271595.0,3530984.0,1284065.0,2246919.0
June 2014,438540.0,,168208.0,3675614.0,1430402.0,2245212.0
September 2014,571679.0,,40907.0,3639389.0,1397683.0,2241706.0
December 2014,737941.0,,-245605.0,3673892.0,1436534.0,2237358.0
March 2015,448281.0,,119154.0,3617890.0,1384064.0,2233826.0
June 2015,482066.0,,135275.0,3481155.0,1249121.0,2232034.0
September 2015,444485.0,,101538.0,3561687.0,1333829.0,2227858.0
December 2015,491541.0,,89125.0,3688347.0,1464931.0,2223416.0
March 2016,432538.0,,131652.0,3632353.0,1409764.0,2222589.0
June 2016,450579.0,,165245.0,3700822.0,1483399.0,2217423.0
September 2016,551788.0,,63378.0,3819358.0,1607102.0,2212256.0
December 2016,440037.0,,52716.0,3871523.0,1664236.0,2207287.0
March 2017,471896.0,,136012.0,3734603.0,1527609.0,2206994.0
June 2017,431778.0,,132073.0,3756118.0,1549839.0,2206279.0
September 2017,417616.0,,133372.0,3843709.0,1638047.0,2205662.0
December 2017,384661.0,,100830.0,3867511.0,1660588.0,2206923.0
March 2018,382944.0,,177550.0,3839732.0,1632428.0,2207304.0
June 2018,383650.0,,172555.0,3820251.0,1613234.0,2207017.0
September 2018,484360.0,,56940.0,3919500.0,1710192.0,2209308.0
December 2018,610700.0,,96860.0,4365637.0,1672560.0,2693077.0
March 2019,638881.0,,128137.0,4221464.0,1547699.0,2673765.0
June 2019,638881.0,,149476.0,4216214.0,1576925.0,2639289.0
September 2019,707749.0,,74620.0,4190354.0,1617655.0,2572699.0
December 2019,637594.0,,43194.0,4229565.0,1673903.0,2555662.0
March 2020,423477.0,,-71560.0,4043450.0,1506875.0,2536575.0
June 2020,520900.0,,75246.0,3910838.0,1394107.0,2516731.0
September 2020,556171.0,,-113051.0,4086530.0,1583219.0,2503311.0
December 2020,585938.0,,333245.0,4094462.0,1810159.0,2284303.0
March 2021,626651.0,,86779.0,4152853.0,1890704.0,2262149.0
June 2021,590569.0,,132762.0,4219093.0,1979282.0,2239811.0
September 2021,727256.0,,98336.0,4442084.0,2222618.0,2219466.0
December 2021,649708.0,,62889.0,4460141.0,2263865.0,2196276.0
March 2022,692483.0,,93916.0,4483677.0,2300353.0,2183324.0
June 2022,653341.0,,164355.0,4548531.0,2357575.0,2190956.0
