,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2006,263697.7916666667,-720794.4,,
September 2006,263697.7916666667,-720794.4,,
December 2006,263697.7916666667,-720794.4,,
March 2007,263697.7916666667,-720794.4,,
June 2007,263697.7916666667,-720794.4,,
September 2007,263697.7916666667,-720794.4,,
December 2007,263697.7916666667,-720794.4,,
March 2008,263697.7916666667,-720794.4,,
June 2008,263697.7916666667,-720794.4,,
September 2008,263697.7916666667,-720794.4,,
December 2008,263697.7916666667,-720794.4,,
March 2009,263697.7916666667,-720794.4,,
June 2009,263697.7916666667,-720794.4,,
September 2009,263697.7916666667,-720794.4,,
December 2009,263697.7916666667,-720794.4,,
March 2010,263697.7916666667,-839542.0,,
June 2010,263697.7916666667,-218360.0,,
September 2010,263697.7916666667,-995928.0,,
December 2010,263697.7916666667,-413167.0,16695344.0,64553.0
March 2011,263697.7916666667,-257037.0,,
June 2011,263697.7916666667,-327582.0,16771672.0,119625.0
September 2011,263697.7916666667,325390.0,16753271.0,119265.0
December 2011,263697.7916666667,-263372.0,16655197.0,20262.0
March 2012,192390.0,-85230.0,16687561.0,31384.0
June 2012,596434.0,-207819.0,,
September 2012,1000569.0,-211745.0,16675788.0,46626.0
December 2012,263697.7916666667,-98832.0,17647169.0,1018007.0
March 2013,126221.0,-126221.0,17531682.0,888327.0
June 2013,-537122.0,525726.0,17801373.0,735799.0
September 2013,-184266.0,184266.0,17240836.0,100895.0
December 2013,264209.99999999814,-1126039.0,17218581.0,32963.0
March 2014,274127.0,-279640.0,16274475.0,12934.0
June 2014,189215.0,-189410.0,16313870.0,54735.0
September 2014,-276780.0,276586.0,16289929.0,26825.0
December 2014,,516300.0,16296432.0,68947.0
March 2015,-212521.0,212326.0,16306901.0,72782.0
June 2015,63667.0,-63861.0,16289901.0,50607.0
September 2015,-205138.0,204944.0,16360430.0,44520.0
December 2015,,-2074071.0,16387332.0,27332.0
March 2016,301714.0,-46148.0,16668821.0,172598.0
June 2016,,,,
September 2016,,,,
December 2016,,,,
March 2017,,,,
June 2017,,,,
September 2017,,,,
December 2017,,,,
March 2018,,,,
June 2018,,,,
September 2018,,,,
December 2018,,,,
March 2019,,,,
June 2019,,,,
September 2019,,,,
December 2019,,,,
March 2020,1459574.0,-1489481.75,,
June 2020,1459574.0,-1489481.75,,
September 2020,1459574.0,-1489481.75,,
December 2020,1459574.0,-1489481.75,571054.0,556812.0
March 2021,-506665.0,-2737744.0,,
June 2021,258639.0,-194156.0,,
September 2021,712234.0,-243860.5,,
December 2021,712234.0,-243860.5,186910.0,180597.0
March 2022,-208138.0,-245596.0,132096.0,126279.0
June 2022,37298.0,-31901.0,208751.0,203428.0
