,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1150105.0,500258.0,,
June 2010,1255153.0,511195.0,,
September 2010,1368148.0,901487.0,,
December 2010,,,18122751.0,13384941.0
March 2011,1326329.0,187892.0,,
June 2011,1359942.0,254544.0,18002833.0,13256915.0
September 2011,1266726.0,-469888.0,17489184.0,12904452.0
December 2011,1258441.0,-324228.0,17527974.0,12700024.0
March 2012,1275376.0,-127375.0,16688822.0,12037639.0
June 2012,1175609.0,423537.0,16938793.0,12385681.0
September 2012,1091427.0,688524.0,18162693.0,13723742.0
December 2012,1325493.0,-607995.0,16817804.0,12478991.0
March 2013,1290652.0,309071.0,16954762.0,12647548.0
June 2013,1439471.0,-222915.0,17512394.0,13256330.0
September 2013,1230256.0,271909.0,17792919.0,13366738.0
December 2013,1450861.0,333437.0,18656808.0,14035898.0
March 2014,1308551.0,-328536.0,17835695.0,13247999.0
June 2014,1353820.0,29981.0,17530660.0,13037428.0
September 2014,1311041.0,112490.0,17477109.0,12962085.0
December 2014,1224692.0,-618773.0,16297916.0,11935920.0
March 2015,1378721.0,-524369.0,16123218.0,11684990.0
June 2015,1261117.0,244857.0,17414182.0,12869862.0
September 2015,1366428.0,1152056.0,20202816.0,15468849.0
December 2015,1527260.0,171760.0,18850110.0,13507522.0
March 2016,1424617.0,418924.0,19758378.0,13696521.0
June 2016,1435312.0,418924.0,20812082.0,14665616.0
September 2016,1467971.0,1691307.0,23870091.0,15893483.0
December 2016,1684550.0,305845.0,23412000.0,15232000.0
March 2017,1959849.0,857201.0,24528425.0,15904838.0
June 2017,1783735.0,711653.0,27152295.0,17278192.0
September 2017,1947000.0,748000.0,28222326.0,18174479.0
December 2017,2175416.0,367146.0,29225000.0,19032000.0
March 2018,2144000.0,-422000.0,29157000.0,17329000.0
June 2018,2065000.0,692000.0,33017000.0,19328000.0
September 2018,1929000.0,520000.0,34940000.0,19488000.0
December 2018,2136000.0,897000.0,41369000.0,21596000.0
March 2019,1775000.0,331000.0,39238000.0,18114000.0
June 2019,1783000.0,273000.0,39498000.0,17915000.0
September 2019,1840000.0,579000.0,40403000.0,18035000.0
December 2019,2025000.0,776000.0,42115000.0,19031000.0
March 2020,1642000.0,-38000.0,40299000.0,17103000.0
June 2020,1804000.0,441000.0,44331000.0,20101000.0
September 2020,1792000.0,1549000.0,45933000.0,22238000.0
December 2020,2045000.0,713000.0,46499000.0,23341000.0
March 2021,1920000.0,2867000.0,,
June 2021,2036000.0,985000.0,52917000.0,30200000.0
September 2021,1934000.0,3694000.0,55246000.0,33111000.0
December 2021,2362000.0,24000.0,53325000.0,27751000.0
March 2022,1821000.0,-119000.0,56570000.0,31507000.0
June 2022,2134000.0,910000.0,55012000.0,29890000.0
