,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2015,750000.0,9451000.0,7006250.0,,,
June 2015,750000.0,9451000.0,7006250.0,,,
September 2015,750000.0,9451000.0,7006250.0,,,
December 2015,750000.0,9451000.0,7006250.0,,,
March 2016,825000.0,8455000.0,-8126000.0,,,
June 2016,825000.0,8417000.0,-8590000.0,,,
September 2016,825000.0,8491000.0,-280000.0,,,
December 2016,825000.0,11698000.0,-931000.0,326827000.0,75022000.0,251805000.0
March 2017,750000.0,12772000.0,6550000.0,351387000.0,76058000.0,275329000.0
June 2017,750000.0,16163000.0,-4491000.0,417021000.0,141874000.0,275147000.0
September 2017,750000.0,17637000.0,3386000.0,468797000.0,114904000.0,353893000.0
December 2017,750000.0,18135000.0,-3343000.0,463913000.0,117809000.0,346104000.0
March 2018,950000.0,21027000.0,10978000.0,455969000.0,117665000.0,338304000.0
June 2018,950000.0,22125000.0,-4053000.0,447984000.0,114482000.0,333502000.0
September 2018,950000.0,19356000.0,6323000.0,465776000.0,126521000.0,339255000.0
December 2018,950000.0,20305000.0,-203565000.0,229701000.0,114590000.0,115111000.0
March 2019,700000.0,23026000.0,-11966000.0,222814000.0,109028000.0,113786000.0
June 2019,700000.0,22893000.0,-22301000.0,203902000.0,98158000.0,105744000.0
September 2019,700000.0,20441000.0,3621000.0,213065000.0,110355000.0,102710000.0
December 2019,700000.0,22194000.0,-2177000.0,202577000.0,100596000.0,101981000.0
March 2020,475000.0,20835000.0,-51549000.0,152681000.0,103525000.0,49156000.0
June 2020,475000.0,15473000.0,-8757000.0,143555000.0,91156000.0,52399000.0
September 2020,475000.0,12474000.0,-5863000.0,124645000.0,73027000.0,51618000.0
December 2020,475000.0,10643000.0,8570000.0,138678000.0,83674000.0,55004000.0
March 2021,525000.0,12784000.0,-3397000.0,134454000.0,80569000.0,53885000.0
June 2021,525000.0,11823000.0,-5795000.0,132294000.0,77592000.0,54702000.0
September 2021,525000.0,10982000.0,2796000.0,138501000.0,83262000.0,55239000.0
December 2021,525000.0,13505000.0,1662000.0,142325000.0,88493000.0,53832000.0
March 2022,,16024000.0,-1535000.0,138396000.0,85655000.0,52741000.0
June 2022,,13745000.0,-5481000.0,132697000.0,79740000.0,52957000.0
