,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,-4980500.0,,,
June 2009,,-4980500.0,,,
September 2009,,-4980500.0,,,
December 2009,,-4980500.0,,,
March 2010,5714750.0,-103000.0,,,
June 2010,5714750.0,-11143000.0,,,
September 2010,5714750.0,433000.0,,,
December 2010,5714750.0,-4780000.0,129785000.0,72326000.0,
March 2011,7309000.0,-25000.0,,,
June 2011,7309000.0,2120000.0,136894000.0,82949000.0,
September 2011,7309000.0,5451000.0,140922000.0,82794000.0,
December 2011,7309000.0,1972000.0,140922000.0,83037000.0,52300000.0
March 2012,8203000.0,2412000.0,142900000.0,82170000.0,
June 2012,9589000.0,2853000.0,142977000.0,81692000.0,
September 2012,11319000.0,3238000.0,209763000.0,101915000.0,
December 2012,11154000.0,3379000.0,215932000.0,106973000.0,102380000.0
March 2013,12547000.0,3735000.0,212784000.0,105240000.0,101134000.0
June 2013,12559000.0,4861000.0,215590000.0,104763000.0,103910000.0
September 2013,13973000.0,2347000.0,226363000.0,109884000.0,109594000.0
December 2013,13476000.0,5393000.0,238803000.0,119952000.0,111151000.0
March 2014,16372000.0,2195000.0,283844000.0,146432000.0,129368000.0
June 2014,17918000.0,5667000.0,298149000.0,157304000.0,132140000.0
September 2014,19371000.0,5857000.0,303116000.0,162489000.0,131872000.0
December 2014,22039000.0,1916000.0,299837000.0,163654000.0,
March 2015,23169000.0,-1029000.0,287458000.0,154007000.0,
June 2015,18056000.0,6039000.0,294502000.0,159125000.0,
September 2015,15667000.0,-10944000.0,275461000.0,156705000.0,
December 2015,15749000.0,-11040000.0,258116000.0,137015000.0,
March 2016,17233000.0,-1333000.0,264226000.0,131516000.0,
June 2016,15519000.0,-4751000.0,248821000.0,122877000.0,
September 2016,12200000.0,-1658000.0,244678000.0,125920000.0,
December 2016,15689000.0,-3765000.0,230972000.0,118724000.0,
March 2017,11948000.0,-2026000.0,224733000.0,115725000.0,
June 2017,12010000.0,-4249000.0,222705000.0,102447000.0,
September 2017,13411000.0,-4232000.0,237848000.0,90675000.0,
December 2017,15820000.0,-5669000.0,230094000.0,91646000.0,
March 2018,16635000.0,-5556000.0,245259000.0,85870000.0,
June 2018,16957000.0,-4329000.0,252853000.0,94030000.0,
September 2018,17394000.0,-2847000.0,251238000.0,99712000.0,
December 2018,15051000.0,-49721000.0,258925000.0,103107000.0,
March 2019,20263000.0,-11983000.0,261219000.0,105707000.0,
June 2019,17410000.0,-6156000.0,244373000.0,94719000.0,
September 2019,15161000.0,-494000.0,243160000.0,94585000.0,
December 2019,13026000.0,-523000.0,250980000.0,99817000.0,
March 2020,16641000.0,-26841000.0,217594000.0,99077000.0,
June 2020,11660000.0,-4322000.0,218033000.0,105018000.0,
September 2020,11557000.0,-5537000.0,199482000.0,96532000.0,
December 2020,13583000.0,-9108000.0,182807000.0,86203000.0,
