,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,514938.0,165008.0,-4769395.0,,,
September 2010,565829.0,150436.0,1864224.0,,,
December 2010,511842.0,179525.0,5928212.0,,,
March 2011,883996.0,890242.0,-16605200.0,11787862.0,3147359.0,
June 2011,901140.0,445497.0,-30733426.0,,,
September 2011,789403.0,198212.0,13919321.0,10834689.0,2078494.0,
December 2011,784298.0,386430.0,8760995.0,10349203.0,1542200.0,
March 2012,901741.0,705550.0,-7005164.0,10311717.0,1497840.0,
June 2012,609954.0,196882.0,-10522095.0,10187107.0,1419735.0,
September 2012,670154.0,228475.0,1049909.0,10073865.0,1363732.0,
December 2012,675100.0,238268.0,9363166.0,10371138.0,1642350.0,
March 2013,696297.0,311625.0,1596948.0,11125133.0,2543374.0,
June 2013,1118000.0,569492.0,922000.0,10392119.0,1785027.0,
September 2013,1229000.0,854777.0,-9638000.0,17411907.0,3278749.0,
December 2013,1935816.0,1290858.0,-1061851.0,18276723.0,3917786.0,
March 2014,2365000.0,1244189.0,-86798000.0,24317722.0,9924763.0,
June 2014,4864426.0,4020325.0,-4401810.0,23968291.0,12081541.0,
September 2014,4636000.0,3583563.0,6248000.0,23889159.0,11711452.0,
December 2014,3220558.0,2292957.0,21016770.0,25701251.0,13185676.0,
March 2015,5788000.0,4830627.0,-6350000.0,25920279.0,12330684.0,
June 2015,3372646.0,2366262.0,16077557.0,29912053.0,15784991.0,
September 2015,5299317.0,4172419.0,-1681376.0,28698744.0,14095395.0,1960000.0
December 2015,4071000.0,3174311.0,-12233000.0,27130873.0,12420966.0,
March 2016,3588000.0,2715791.0,22641000.0,31674149.0,16713956.0,
June 2016,2361000.0,1550370.0,1099000.0,33059071.0,17986897.0,
September 2016,2039528.0,1266712.0,4238098.0,34869846.0,19662584.0,
December 2016,2326000.0,1526183.0,1667000.0,36199669.0,20621388.0,
March 2017,4368000.0,3958428.0,-3186000.0,34311142.0,18412720.0,
June 2017,2925981.0,1965883.0,-2168760.0,33887628.0,16435721.0,
September 2017,3138511.0,2463864.0,1815000.0,32012592.0,14610534.0,
December 2017,3174586.0,2514435.0,-490181.0,32074160.0,14763967.0,
March 2018,3759000.0,2677183.0,-2829000.0,30882608.0,13702401.0,
June 2018,2449693.0,1326628.0,-1687766.0,28495252.0,11457527.0,
September 2018,3473470.0,2455466.0,-2583532.0,27321101.0,10377783.0,
December 2018,3559960.0,2454098.0,-2344318.0,26377364.0,9431204.0,
March 2019,2543107.0,1363628.0,-2663705.0,24401934.0,8856542.0,
June 2019,2446659.0,1408036.0,279702.0,24284953.0,8531974.0,
September 2019,1783263.0,637489.0,-1595741.0,23533467.0,8116400.0,
December 2019,2200542.0,986832.0,-1860680.0,24086510.0,9042300.0,
March 2020,3833728.0,2500105.0,936368.0,24956580.0,10251279.0,
June 2020,2145794.0,943879.0,1077349.0,27821733.0,13251094.0,
September 2020,2281139.0,1147739.0,2481562.0,27605918.0,13275091.0,
December 2020,2402238.0,1245669.0,2012133.0,28665237.0,14538170.0,
March 2021,2933444.0,1775255.0,-482623.0,26189492.0,12194667.0,
June 2021,2588369.0,1202192.0,2389118.0,29992717.0,15316829.0,
September 2021,2345572.0,1116488.0,1796977.0,30624427.0,15882268.0,
December 2021,2186364.0,956628.0,2283413.0,31946896.0,17475013.0,
March 2022,2604339.0,776041.0,2428737.0,35148898.0,18861389.0,
June 2022,2975163.0,955443.0,305883.0,48108248.0,31869779.0,
