,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,30129250.0,-67386500.0,,,
June 2008,30129250.0,-67386500.0,,,
September 2008,30129250.0,-67386500.0,,,
December 2008,30129250.0,-67386500.0,,,
March 2009,23588000.0,-10178500.0,,,
June 2009,23588000.0,-10178500.0,,,
September 2009,24819000.0,-21550000.0,,,
December 2009,37792000.0,-55250000.0,2872787000.0,881461000.0,1991326000.0
March 2010,28445000.0,-42294000.0,,,
June 2010,29992000.0,165169000.0,,,
September 2010,28654000.0,3416000.0,3040629000.0,644887000.0,2395742000.0
December 2010,32725000.0,-26116000.0,2940550000.0,612085000.0,2328465000.0
March 2011,29707000.0,-21114000.0,3121803000.0,595625000.0,2526178000.0
June 2011,30615000.0,968000.0,3173427000.0,627067000.0,2546360000.0
September 2011,27822000.0,-82074000.0,2874498000.0,499985000.0,2374513000.0
December 2011,31443000.0,-72391000.0,2681769000.0,538289000.0,2143480000.0
March 2012,27328000.0,-13392000.0,2773252000.0,513207000.0,2260045000.0
June 2012,36516000.0,3956000.0,2597723000.0,524414000.0,2073309000.0
September 2012,27660000.0,-32049000.0,2754858000.0,592097000.0,2162761000.0
December 2012,33262000.0,-494195000.0,2174715000.0,518551000.0,1656164000.0
March 2013,33065000.0,-108280000.0,2035184000.0,448687000.0,1586497000.0
June 2013,35451000.0,-40957000.0,2100319000.0,500421000.0,1599898000.0
September 2013,36888000.0,-23091000.0,2119700000.0,457045000.0,1662655000.0
December 2013,30989000.0,-105323000.0,1961873000.0,451057000.0,1510816000.0
March 2014,30480000.0,-47916000.0,1954781000.0,459719000.0,1495062000.0
June 2014,43688000.0,-52438000.0,1961136000.0,456042000.0,1505094000.0
September 2014,34465000.0,-52138000.0,1753771000.0,365579000.0,1388192000.0
December 2014,34983000.0,-74936000.0,1619360000.0,374869000.0,1244491000.0
March 2015,43901000.0,-73274000.0,1434895000.0,335996000.0,1098899000.0
June 2015,28712000.0,-8678000.0,1482253000.0,348712000.0,1133541000.0
September 2015,2403000.0,-21522000.0,1476915000.0,334044000.0,1142871000.0
December 2015,31985000.0,-11427000.0,1440417000.0,358284000.0,1082133000.0
March 2016,23460000.0,-40435000.0,1494798000.0,363933000.0,1130865000.0
June 2016,26353000.0,-141317000.0,1421953000.0,333383000.0,1088570000.0
September 2016,22801000.0,-19627000.0,1444236000.0,332727000.0,1111509000.0
December 2016,23640000.0,21088000.0,1390717000.0,340420000.0,1050297000.0
March 2017,24908000.0,-11065000.0,1420280000.0,357974000.0,1062306000.0
June 2017,28583000.0,27935000.0,1558386000.0,403010000.0,1155376000.0
September 2017,25803000.0,-7745000.0,1572690000.0,423318000.0,1149372000.0
December 2017,34155000.0,40643000.0,1628055000.0,421239000.0,1206816000.0
March 2018,28458000.0,7250000.0,1649926000.0,468723000.0,1181203000.0
June 2018,24596000.0,26041000.0,1522292000.0,435903000.0,1086389000.0
September 2018,28072000.0,68571000.0,1471456000.0,371585000.0,1099871000.0
December 2018,37088000.0,55830000.0,1488361000.0,374093000.0,1114268000.0
March 2019,24894000.0,11758000.0,1445669000.0,343130000.0,1102539000.0
June 2019,28708000.0,43959000.0,1468526000.0,360963000.0,1107563000.0
September 2019,25558000.0,13745000.0,1339181000.0,279642000.0,1059539000.0
December 2019,46774000.0,49672000.0,1447862000.0,349980000.0,1097882000.0
March 2020,28846000.0,9041000.0,1411162000.0,317418000.0,1093744000.0
June 2020,25047000.0,31179000.0,1462542000.0,340895000.0,1121647000.0
