,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2010,51850000.0,-35100000.0,,
September 2010,51850000.0,-35100000.0,,
December 2010,51850000.0,-35100000.0,,
March 2011,51850000.0,-35100000.0,,
June 2011,80575000.0,-98900000.0,,
September 2011,80575000.0,-47900000.0,,
December 2011,80575000.0,-29100000.0,,
March 2012,80575000.0,-134100000.0,,
June 2012,82700000.0,-33300000.0,6533700000.0,965200000.0
September 2012,85100000.0,-22700000.0,,
December 2012,89200000.0,-72800000.0,6411300000.0,749700000.0
March 2013,94900000.0,52600000.0,6507800000.0,914300000.0
June 2013,95400000.0,11600000.0,6591100000.0,1026800000.0
September 2013,92800000.0,65000000.0,6515200000.0,998400000.0
December 2013,98900000.0,31900000.0,6487500000.0,974800000.0
March 2014,70000000.0,34300000.0,6688800000.0,1011700000.0
June 2014,102000000.0,73500000.0,6778100000.0,1182300000.0
September 2014,104300000.0,13100000.0,,
December 2014,101600000.0,51300000.0,,
March 2015,61900000.0,-63500000.0,,
June 2015,99200000.0,57500000.0,,
September 2015,99700000.0,-1800000.0,,
December 2015,114500000.0,-44200000.0,,
March 2016,108200000.0,23700000.0,,
June 2016,110100000.0,-25500000.0,,
September 2016,113400000.0,2900000.0,,
December 2016,111900000.0,37600000.0,,
March 2017,120400000.0,-201800000.0,,
June 2017,117700000.0,-175300000.0,,
September 2017,122500000.0,24200000.0,,
December 2017,126000000.0,-166800000.0,,
March 2018,123000000.0,125800000.0,,
June 2018,123500000.0,77300000.0,,
September 2018,124800000.0,78900000.0,,
December 2018,123900000.0,-7000000.0,,
March 2019,126800000.0,8400000.0,,
June 2019,126800000.0,7300000.0,,
September 2019,123600000.0,-118100000.0,,
December 2019,122900000.0,44800000.0,,
