,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2018,62428000.0,-23023000.0,,
June 2018,62428000.0,-23023000.0,,
September 2018,62428000.0,-23023000.0,,
December 2018,62428000.0,-23023000.0,,
March 2019,60489000.0,-17449000.0,,
June 2019,73088000.0,-26927000.0,,
September 2019,86543000.0,-23023000.0,,
December 2019,84037000.0,-25641000.0,230318000.0,161919000.0
March 2020,85772000.0,-34466000.0,270959000.0,199231000.0
June 2020,79327000.0,-24205000.0,243163000.0,172947000.0
September 2020,82238000.0,-15856000.0,232846000.0,162502000.0
December 2020,89276000.0,-15028000.0,234201000.0,166304000.0
March 2021,85435000.0,-21180000.0,213398000.0,145842000.0
June 2021,105640000.0,-33746000.0,211127000.0,153851000.0
September 2021,86965000.0,-25274000.0,220002000.0,163085000.0
