,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2011,127979750.0,12531000.0,32602000.0,
June 2011,127979750.0,11578000.0,16324000.0,4846696000.0
September 2011,127979750.0,12200000.0,-45847000.0,4945155000.0
December 2011,127979750.0,9644000.0,29789000.0,5224459000.0
March 2012,143775000.0,13198000.0,23064000.0,5146538000.0
June 2012,143775000.0,11511000.0,32854000.0,5401537000.0
September 2012,217023000.0,11907000.0,-45847000.0,5268952000.0
December 2012,147635000.0,11754000.0,48421000.0,5812160000.0
March 2013,151948000.0,13285000.0,23064000.0,5756332000.0
June 2013,158055000.0,13182000.0,32854000.0,5684343000.0
September 2013,249192000.0,12830000.0,-74558000.0,5805480000.0
December 2013,153859000.0,14139000.0,48421000.0,6251893000.0
March 2014,172260000.0,13944000.0,5777000.0,6778265000.0
June 2014,181287000.0,14057000.0,3136000.0,6211567000.0
September 2014,167279000.0,13817000.0,19151000.0,6167244000.0
December 2014,173922000.0,13955000.0,72764000.0,6227013000.0
March 2015,153852000.0,13932000.0,43269000.0,6524366000.0
June 2015,181236000.0,14699000.0,41808000.0,6803675000.0
September 2015,240660000.0,14032000.0,-13989000.0,6488396000.0
December 2015,174147000.0,13535000.0,50641000.0,6569964000.0
March 2016,157783000.0,15492000.0,36262000.0,6702832000.0
June 2016,171918000.0,15406000.0,20030000.0,6945875000.0
September 2016,166279000.0,15985000.0,27437000.0,7182856000.0
December 2016,163126000.0,14989000.0,151453000.0,7244665000.0
March 2017,161840000.0,16167000.0,42439000.0,7740910000.0
June 2017,244386000.0,22187000.0,-7116000.0,7043340000.0
September 2017,150363000.0,17137000.0,57431000.0,6874958000.0
December 2017,146417000.0,18113000.0,55120000.0,7199083000.0
March 2018,150933000.0,17835000.0,57547000.0,7169099000.0
June 2018,153723000.0,18583000.0,50203000.0,7213148000.0
September 2018,155675000.0,18306000.0,36332000.0,7731269000.0
December 2018,170009000.0,21301000.0,103837000.0,7871181000.0
March 2019,173602000.0,18000000.0,34810000.0,8022201000.0
June 2019,186889000.0,18317000.0,31112000.0,8634475000.0
September 2019,181464000.0,17956000.0,43335000.0,8320679000.0
December 2019,181402000.0,22761000.0,47318000.0,8202046000.0
March 2020,281007000.0,62382000.0,-34221000.0,8008032000.0
June 2020,442236000.0,13564000.0,-190977000.0,7878480000.0
September 2020,176009000.0,15145000.0,2712000.0,7992498000.0
December 2020,222858000.0,2580000.0,-110682000.0,7792400000.0
March 2021,184128000.0,15583000.0,-9753000.0,7698338000.0
June 2021,184119000.0,15996000.0,9803000.0,7658410000.0
September 2021,230911000.0,17141000.0,-62407000.0,7544959000.0
December 2021,503406000.0,17618000.0,-215852000.0,7457677000.0
March 2022,164601000.0,19916000.0,7682000.0,7093266000.0
June 2022,189078000.0,17393000.0,-8693000.0,7099899000.0
