,NetIncomeLoss,Assets
September 2014,-16815000.0,
December 2014,-16815000.0,160271000.0
March 2015,-16263000.0,
June 2015,-61711000.0,
September 2015,-31892000.0,2655734000.0
December 2015,-33270000.0,2683050000.0
March 2016,-28982000.0,2569871000.0
June 2016,-33909000.0,2368266000.0
September 2016,-12721000.0,2081759000.0
December 2016,13859000.0,1845392000.0
March 2017,-15350000.0,1849424000.0
June 2017,-10447000.0,1965233000.0
September 2017,-6770000.0,1989233000.0
December 2017,1442000.0,1940917000.0
March 2018,-1072000.0,1979664000.0
June 2018,37659000.0,1716903000.0
September 2018,552000.0,1698726000.0
December 2018,170271000.0,1425499000.0
March 2019,11061000.0,1405727000.0
June 2019,-1428000.0,1272226000.0
