,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2019,8753.666666666666,,,
December 2019,8753.666666666666,,,
March 2020,8753.666666666666,,,
June 2020,2250.0,-3859.0,8550.0,8550.0
September 2020,5556.0,-21896.0,155.0,155.0
December 2020,9355.0,-34463.0,58094.0,58094.0
March 2021,11350.0,89716.0,160902.0,27002.0
June 2021,3150.0,41112.0,199547.0,14297.0
September 2021,900.0,-132307.0,104977.0,34647.0
December 2021,3800.0,-61751.0,139680.0,113355.0
March 2022,0.0,-27030.0,108955.0,84905.0
June 2022,358.0,-24258.0,76379.0,66850.0
September 2022,0.0,-19750.0,56868.0,53878.0
