,OperatingExpenses,NetIncomeLoss,Assets
March 2009,23701500.0,2100250.0,
June 2009,23701500.0,2100250.0,
September 2009,23701500.0,2100250.0,
December 2009,23701500.0,2100250.0,
March 2010,26138000.0,1902000.0,
June 2010,25779000.0,-1449000.0,
September 2010,29665000.0,2178000.0,
December 2010,31862000.0,-11816000.0,322664000.0
March 2011,29745000.0,1880000.0,
June 2011,31393000.0,1990000.0,337361000.0
September 2011,32411000.0,1024000.0,341940000.0
December 2011,34616000.0,2828000.0,345679000.0
March 2012,35415000.0,2922000.0,364635000.0
