,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,949202.0,,,124291.0,,
June 2010,1014796.0,,,438869.0,,
September 2010,1135047.0,,,341947.0,,
December 2010,1311563.0,,,139395.0,13047955.0,11470055.0
March 2011,1511032.0,,,31331.0,15023022.0,13915056.0
June 2011,1342042.0,,,70016.0,15331598.0,14091265.0
September 2011,1503924.0,,,-392259.0,14728395.0,13461182.0
December 2011,866772.0,,,367440.0,14807385.0,12577407.0
March 2012,1240822.0,,,-307836.0,16919642.0,14527166.0
June 2012,1488736.0,,,-612753.0,,
September 2012,2009140.0,,,-1356825.0,13671728.0,11229452.0
December 2012,2108236.0,,,-1843856.0,9367745.0,7027573.0
March 2013,1585802.0,,,-668951.0,11458154.0,9183381.0
June 2013,1575425.0,,,-1630861.0,10394067.0,8036632.0
September 2013,1634038.0,,,-1106098.0,8438241.0,6012570.0
December 2013,1684345.0,,,-2273717.0,7127179.0,5047698.0
March 2014,1914724.0,,629579.5,-1423800.0,6367634.0,4418165.0
June 2014,1843187.0,,629579.5,-1856296.0,6725383.0,4907416.0
September 2014,1909181.0,,629579.5,-1145771.0,8863530.0,7168249.0
December 2014,2059797.0,,629579.5,-1283251.0,7483773.0,5906733.0
March 2015,1950566.0,,627993.0,-1439326.0,8660760.0,7113588.0
June 2015,1637073.0,,623094.0,-815536.0,12655046.0,11209047.0
September 2015,1274759.0,,323658.0,-1438344.0,10196839.0,8859764.0
December 2015,-587801.0,,812158.0,-932642.0,9508871.0,8089310.0
March 2016,951612.0,27910.0,923702.0,-1212628.0,8291868.0,6959396.0
June 2016,1686866.0,0.0,1003835.0,-1174278.0,6731389.0,5422178.0
September 2016,989206.0,0.0,266960.0,-1808955.0,6712216.0,5488969.0
December 2016,609767.0,0.0,2015044.0,-2475844.0,8189992.0,7076726.0
March 2017,1280502.0,66903.0,1213599.0,-1736239.0,9763727.0,3099335.0
June 2017,1413191.0,90750.0,1322441.0,-1935789.0,13300301.0,5308388.0
September 2017,1519812.0,94945.0,1424867.0,-1672762.0,25094372.0,4210713.0
December 2017,2321157.0,187965.0,2133192.0,-10197624.0,22001825.0,12522281.0
March 2018,1897724.0,230512.0,1667212.0,-2528121.0,12769790.0,3173890.0
June 2018,2266881.0,255284.0,2011597.0,-2467502.0,16592065.0,4100144.0
September 2018,2447630.0,235717.0,2211913.0,-2009792.0,15902411.0,3499423.0
