,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2021,956000.0,,
June 2021,756000.0,,
September 2021,,,
December 2021,,153531000.0,58265000.0
March 2022,1331000.0,,
June 2022,1257000.0,340994000.0,239395000.0
