,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2020,0.0,3866187.0,-4580218.0,
June 2020,0.0,3504649.0,-1671344.0,
September 2020,0.0,3278960.0,-3517506.0,
December 2020,0.0,2006429.0,-5428855.0,72544371.0
March 2021,766151.0,3574159.0,-16316348.0,
June 2021,0.0,4865269.0,14988811.0,158056886.0
September 2021,0.0,4643515.0,-41415456.0,252589885.0
December 2021,0.0,5058463.0,14387375.0,265630804.0
