,NetIncomeLoss,Assets,AssetsCurrent
September 2011,0.0,,
December 2011,0.0,,
March 2012,0.0,,
June 2012,0.0,,
September 2012,0.0,,
December 2012,0.0,,
March 2013,0.0,,
June 2013,0.0,65927000.0,35461000.0
September 2013,0.0,,
December 2013,0.0,10.0,
March 2014,-370000.0,80625000.0,33233000.0
June 2014,-4306000.0,84801000.0,34310000.0
September 2014,1380000.0,135709000.0,47710000.0
December 2014,3264000.0,143056000.0,43297000.0
March 2015,4365000.0,140234000.0,43086000.0
June 2015,5652000.0,200314000.0,40261000.0
September 2015,3558000.0,195305000.0,48099000.0
December 2015,5104000.0,199915000.0,52025000.0
March 2016,5776000.0,209708000.0,63261000.0
June 2016,3604000.0,220530000.0,64714000.0
September 2016,3780000.0,213415000.0,58840000.0
December 2016,6901000.0,215780000.0,59694000.0
March 2017,8013000.0,235024000.0,76695000.0
June 2017,9664000.0,223663000.0,70084000.0
September 2017,5885000.0,361481000.0,83495000.0
December 2017,-6383000.0,328383000.0,96551000.0
March 2018,15672000.0,354566000.0,124054000.0
June 2018,12439000.0,365768000.0,133914000.0
September 2018,11298000.0,384667000.0,151584000.0
December 2018,14257000.0,438943000.0,113255000.0
March 2019,21099000.0,456432000.0,133459000.0
June 2019,19412000.0,451314000.0,127651000.0
September 2019,15859000.0,479805000.0,136668000.0
December 2019,16722000.0,474705000.0,126116000.0
March 2020,22778000.0,598664000.0,250767000.0
June 2020,6203000.0,477346000.0,124454000.0
September 2020,21093000.0,520218000.0,169447000.0
December 2020,21225000.0,670348000.0,139999000.0
March 2021,33796000.0,730266000.0,200902000.0
June 2021,33727000.0,742784000.0,212783000.0
September 2021,26944000.0,753919000.0,218569000.0
December 2021,29891000.0,770279000.0,231501000.0
March 2022,52878000.0,823960000.0,277936000.0
June 2022,47919000.0,851326000.0,298499000.0
